size,time,k
238.0,0.0007686954299970239,1.0
239.0,0.000761242239996136,1.0
240.0,0.000769769560001805,1.0
241.0,0.0007710243900010028,1.0
242.0,0.0007689099900017027,1.0
243.0,0.0009922820400015554,1.0
244.0,0.0008361922099993536,1.0
245.0,0.000775767279997126,1.0
246.0,0.0007915425400005916,1.0
247.0,0.0007879192600012175,1.0
248.0,0.0008100793500034342,1.0
249.0,0.0008198141499997291,1.0
250.0,0.0007858236399988527,1.0
251.0,0.0008040146900020772,1.0
252.0,0.0008423570000013569,1.0
253.0,0.0008122640599958686,1.0
254.0,0.0007956674499973815,1.0
255.0,0.0008044374199971571,1.0
256.0,0.0008491386199966655,1.0
257.0,0.0008075150600006964,1.0
258.0,0.000803716750001513,1.0
259.0,0.0008798052000020107,1.0
260.0,0.0008817115900001226,1.0
261.0,0.0008641011100007745,1.0
262.0,0.0008345327000006364,1.0
263.0,0.0008391289700011839,1.0
264.0,0.0008426379100001213,1.0
265.0,0.0008627549700031523,1.0
266.0,0.0008819260000018403,1.0
267.0,0.0008777704999965863,1.0
268.0,0.0008516858600023624,1.0
269.0,0.0008719182799995906,1.0
270.0,0.0008774239600006695,1.0
271.0,0.0008871317200009798,1.0
272.0,0.0009023097699991922,1.0
273.0,0.0009224182700017991,1.0
274.0,0.0008716437700013557,1.0
275.0,0.0008717121699964992,1.0
276.0,0.0009114622500010227,1.0
277.0,0.0009189461300002222,1.0
278.0,0.0009012144000007538,1.0
279.0,0.0009175964099995326,1.0
280.0,0.0009158734499987986,1.0
281.0,0.0008981912599983844,1.0
282.0,0.0009359493600004499,1.0
283.0,0.0009715410799981328,1.0
284.0,0.0009216892299991742,1.0
285.0,0.0009626768299995092,1.0
286.0,0.0009355665299972315,1.0
287.0,0.0009237101899998379,1.0
288.0,0.0009297363299992867,1.0
289.0,0.0009460770299983778,1.0
290.0,0.0009444733299960717,1.0
291.0,0.0011211385700016763,1.0
292.0,0.0010548963800010825,1.0
293.0,0.0009440415500012023,1.0
294.0,0.0009361971399994218,1.0
295.0,0.0009236373600015213,1.0
296.0,0.0009456388899980084,1.0
297.0,0.001177640870000687,1.0
298.0,0.0009366282800010595,1.0
299.0,0.0009471229100017809,1.0
300.0,0.0009834619000002932,1.0
301.0,0.0010431242099957672,1.0
302.0,0.0010041315599983137,1.0
303.0,0.0010368066499995621,1.0
304.0,0.0009911849299987807,1.0
305.0,0.0009846434099972613,1.0
306.0,0.001003589239999201,1.0
307.0,0.0010407820699992953,1.0
308.0,0.001047323130001132,1.0
309.0,0.0010196304999999484,1.0
310.0,0.000984576950004339,1.0
311.0,0.0010275847999992038,1.0
312.0,0.000985842820000471,1.0
313.0,0.0010308361299985337,1.0
314.0,0.0009744329900013327,1.0
315.0,0.0010121712299996943,1.0
316.0,0.001067375229999925,1.0
317.0,0.0009976699399976497,1.0
318.0,0.0010309456100003444,1.0
319.0,0.0010621458400009941,1.0
320.0,0.0010161711599994305,1.0
321.0,0.0010667726300016512,1.0
322.0,0.0010377093500028422,1.0
323.0,0.0010225350600012461,1.0
324.0,0.001006885879996844,1.0
325.0,0.0010194619100002454,1.0
326.0,0.001021697419996599,1.0
327.0,0.0010194260499974917,1.0
328.0,0.0010334913600036088,1.0
329.0,0.001016809790003208,1.0
330.0,0.001044815089999247,1.0
331.0,0.0010655417299994952,1.0
332.0,0.001056486459997359,1.0
333.0,0.0010436376699999527,1.0
334.0,0.0010606796899992332,1.0
335.0,0.0010356912100041881,1.0
336.0,0.0010418213399998421,1.0
337.0,0.001066352600000755,1.0
338.0,0.001066163239997877,1.0
339.0,0.001058320150000327,1.0
340.0,0.0010632685000018683,1.0
341.0,0.0010593806599990786,1.0
342.0,0.0010571644499987086,1.0
343.0,0.00107334857999831,1.0
344.0,0.001060233859998334,1.0
345.0,0.0010569738899994263,1.0
346.0,0.0010673638000025677,1.0
347.0,0.0010960273199998483,1.0
348.0,0.0010803907700028504,1.0
349.0,0.001069905529998323,1.0
350.0,0.0010714702099994611,1.0
351.0,0.0010729183700004797,1.0
352.0,0.0010868896800002403,1.0
353.0,0.0010720236099996327,1.0
354.0,0.0010817705399995248,1.0
355.0,0.0010745566700006747,1.0
356.0,0.001105941759997222,1.0
357.0,0.0011051627400001961,1.0
358.0,0.0011002518200029954,1.0
359.0,0.001069653780000408,1.0
360.0,0.0011507985700018252,1.0
361.0,0.001093361440002809,1.0
362.0,0.00110075064999819,1.0
363.0,0.001104729869998664,1.0
364.0,0.0011065321899968695,1.0
365.0,0.0010993093700017197,1.0
366.0,0.0011310414200033847,1.0
367.0,0.0011574349400007122,1.0
368.0,0.0011359614799994232,1.0
369.0,0.0011417086599976756,1.0
370.0,0.0011353232000010393,1.0
371.0,0.0011386329900005877,1.0
372.0,0.0011386656099966785,1.0
373.0,0.001128771619996769,1.0
374.0,0.0011429560999977183,1.0
375.0,0.0011381734800033883,1.0
376.0,0.0011517043599997123,1.0
377.0,0.00114478653000333,1.0
378.0,0.001158524240004226,1.0
379.0,0.0011461724299988419,1.0
380.0,0.0011690295000016703,1.0
381.0,0.0011788879799996721,1.0
382.0,0.0011377721199960433,1.0
383.0,0.0011583266299976457,1.0
384.0,0.001164321649998783,1.0
385.0,0.0011664165599995612,1.0
386.0,0.0011673665999978767,1.0
387.0,0.0011538635700026134,1.0
388.0,0.0011658895799973835,1.0
389.0,0.0011923760699983177,1.0
390.0,0.0011747990799995023,1.0
391.0,0.0011812787699955153,1.0
392.0,0.001199427569999898,1.0
393.0,0.0012239959799990173,1.0
394.0,0.0012247578799997427,1.0
395.0,0.0011845235600003434,1.0
396.0,0.0011932067899988396,1.0
397.0,0.0012078481199978342,1.0
398.0,0.0011996549100012999,1.0
399.0,0.001363373959998171,1.0
400.0,0.001198313140002938,1.0
401.0,0.0012382419499999743,1.0
402.0,0.0012042897300034382,1.0
403.0,0.0012070146800033398,1.0
404.0,0.0013832026099998985,1.0
405.0,0.0012138532400012992,1.0
406.0,0.0012071586799993384,1.0
407.0,0.001226517969998895,1.0
408.0,0.0012193917400009013,1.0
409.0,0.0013197059600042848,1.0
410.0,0.001219978419999279,1.0
411.0,0.0012373385099999723,1.0
412.0,0.0012247657799980517,1.0
413.0,0.0012509404400043423,1.0
414.0,0.0013433287799989558,1.0
415.0,0.0013108133800005816,1.0
416.0,0.0012609508800005642,1.0
417.0,0.0012886560400011148,1.0
418.0,0.001293495790000634,1.0
419.0,0.0012564302400005544,1.0
420.0,0.0014764252199984185,1.0
421.0,0.0012647645400011244,1.0
422.0,0.001273682609999014,1.0
423.0,0.0012847996099981174,1.0
424.0,0.0013034025900014968,1.0
425.0,0.001338795360002223,1.0
426.0,0.001257413559997076,1.0
427.0,0.0012790434800035654,1.0
428.0,0.0013469454799997038,1.0
429.0,0.0013020905699977449,1.0
430.0,0.0013041682099992613,1.0
431.0,0.001300845720002144,1.0
432.0,0.0013311471099996196,1.0
433.0,0.0012969895200012616,1.0
434.0,0.0013162751799973193,1.0
435.0,0.001347667069999261,1.0
436.0,0.0013009691400020528,1.0
437.0,0.0012978763999990405,1.0
438.0,0.0012985210999977425,1.0
439.0,0.0012969420700028422,1.0
440.0,0.001299779649998527,1.0
441.0,0.0013079291500025646,1.0
442.0,0.0013082143900010124,1.0
443.0,0.0013032249500020043,1.0
444.0,0.0012912815999970917,1.0
445.0,0.0013013032000026214,1.0
446.0,0.0013392986600001676,1.0
447.0,0.0013474332199984928,1.0
448.0,0.0013543649499979439,1.0
449.0,0.001316145199998573,1.0
450.0,0.0013833572800012917,1.0
451.0,0.0014398658100026297,1.0
452.0,0.0013591307300021072,1.0
453.0,0.001373879230000057,1.0
454.0,0.0013862557799984643,1.0
455.0,0.0016184954499976812,1.0
456.0,0.0013856729600001927,1.0
457.0,0.0013993150200030868,1.0
458.0,0.0013876599800005352,1.0
459.0,0.0014798048300008304,1.0
460.0,0.0013801174699983676,1.0
461.0,0.0014016028400010328,1.0
462.0,0.0014029927299998234,1.0
463.0,0.0014145764700015206,1.0
464.0,0.0014375987099992926,1.0
465.0,0.001354507270002614,1.0
466.0,0.0013637541900016004,1.0
467.0,0.0014015901099992333,1.0
468.0,0.0013576189800005522,1.0
469.0,0.0014195155900006285,1.0
470.0,0.001376186500001495,1.0
471.0,0.0013686291000021811,1.0
472.0,0.0013945327300007194,1.0
473.0,0.0014168860200015842,1.0
474.0,0.0014085413400016478,1.0
475.0,0.0013818179600002623,1.0
476.0,0.0014404256400030136,1.0
477.0,0.0014065602599976047,1.0
478.0,0.001400891899997987,1.0
479.0,0.0014249577900000076,1.0
480.0,0.001397946439997213,1.0
481.0,0.0014100406499983364,1.0
482.0,0.0013921357999970496,1.0
483.0,0.001425284290003219,1.0
484.0,0.0014091996900015148,1.0
485.0,0.001441666319997239,1.0
486.0,0.0014475536399959311,1.0
487.0,0.0014250981600025625,1.0
488.0,0.0014264849899973341,1.0
489.0,0.001431198929999482,1.0
490.0,0.0014220260000001872,1.0
491.0,0.0014119965999998384,1.0
492.0,0.0014239999199980957,1.0
493.0,0.0014386885899966729,1.0
494.0,0.0014235430099961378,1.0
495.0,0.0014780549099987184,1.0
496.0,0.001434649679999893,1.0
497.0,0.0014486038799987,1.0
498.0,0.0014577099500002078,1.0
499.0,0.0014441487500016592,1.0
500.0,0.0014402144799987582,1.0
501.0,0.001455345330000455,1.0
502.0,0.0014819735999981277,1.0
503.0,0.001441468419998273,1.0
504.0,0.0014928689699991082,1.0
505.0,0.0014473352899995007,1.0
506.0,0.0014560904000018127,1.0
507.0,0.0014523752100012643,1.0
508.0,0.0014591203800000585,1.0
509.0,0.0014611426200008281,1.0
510.0,0.0014714701299999432,1.0
511.0,0.0014725302600027135,1.0
512.0,0.001475415290001365,1.0
513.0,0.001493344759996944,1.0
514.0,0.0015077815199992983,1.0
515.0,0.001497010279999813,1.0
516.0,0.0015131386699977155,1.0
517.0,0.0015028355599997667,1.0
518.0,0.0014820351000025766,1.0
519.0,0.0014890345599997091,1.0
520.0,0.001497243310000158,1.0
521.0,0.0015063973399992393,1.0
522.0,0.0014818798499982222,1.0
523.0,0.0015349117999994633,1.0
524.0,0.0016075817399996595,1.0
525.0,0.0015120698100008667,1.0
526.0,0.0015238100400028999,1.0
527.0,0.0015075857100009672,1.0
528.0,0.0015215101500007221,1.0
529.0,0.0015294089999997595,1.0
530.0,0.0015744396499985669,1.0
531.0,0.0015615122400004112,1.0
532.0,0.0015554852200011736,1.0
533.0,0.0015716277899991838,1.0
534.0,0.0015710781000007046,1.0
535.0,0.0015556827699992936,1.0
536.0,0.0015430969499993807,1.0
537.0,0.0015809886899978665,1.0
538.0,0.0015481129799991321,1.0
539.0,0.0016306228300027215,1.0
540.0,0.001564709969998148,1.0
541.0,0.0015300276600009966,1.0
542.0,0.001551376980000896,1.0
543.0,0.0015474759299968354,1.0
544.0,0.0015427946899990274,1.0
545.0,0.001560813500000222,1.0
546.0,0.0015572451800017007,1.0
547.0,0.00155809316000159,1.0
548.0,0.0015547262200016122,1.0
549.0,0.00169915501000105,1.0
550.0,0.0016055209900014233,1.0
551.0,0.0015663619400038441,1.0
552.0,0.0015606786899979852,1.0
553.0,0.0015731786400010606,1.0
554.0,0.0015556913299997178,1.0
555.0,0.0015740033300016875,1.0
556.0,0.0015886915600003704,1.0
557.0,0.0015755596400003923,1.0
558.0,0.0015909884899974714,1.0
559.0,0.001583780449996084,1.0
560.0,0.00157306687000073,1.0
561.0,0.0016038464399980511,1.0
562.0,0.0015788424899983511,1.0
563.0,0.0016075056399995446,1.0
564.0,0.0015737573100022928,1.0
565.0,0.0015980295800000022,1.0
566.0,0.0015700552099997367,1.0
567.0,0.0016174060299999837,1.0
568.0,0.0015927230499983124,1.0
569.0,0.0016093346900015605,1.0
570.0,0.0016116817400006766,1.0
571.0,0.0016200060099981783,1.0
572.0,0.0016394255700015491,1.0
573.0,0.0016387079800006176,1.0
574.0,0.0015997345400000995,1.0
575.0,0.0016036227599988706,1.0
576.0,0.0016024811899978885,1.0
577.0,0.0016266060699990704,1.0
578.0,0.0016327077999994798,1.0
579.0,0.0016220623000026534,1.0
580.0,0.0016263018000017837,1.0
581.0,0.0016261485099994387,1.0
582.0,0.001615944209997906,1.0
583.0,0.0016495535600006405,1.0
584.0,0.001651443509999808,1.0
585.0,0.0016461506699988603,1.0
586.0,0.0016421712900000784,1.0
587.0,0.0016452446699986468,1.0
588.0,0.001644740299998375,1.0
589.0,0.0016614080199997261,1.0
590.0,0.001671552449997762,1.0
591.0,0.001664941120002368,1.0
592.0,0.0016667240400010997,1.0
593.0,0.001672147449999102,1.0
594.0,0.0016734076300008382,1.0
595.0,0.0016954826299979686,1.0
596.0,0.0016505676399992807,1.0
597.0,0.001678171020002992,1.0
598.0,0.0016623753000021679,1.0
599.0,0.001706978470001559,1.0
600.0,0.001701005529998838,1.0
601.0,0.0017302836199996818,1.0
602.0,0.0016731148100006977,1.0
603.0,0.0016965883600005326,1.0
604.0,0.0017239418300005126,1.0
605.0,0.0016799268700015092,1.0
606.0,0.0016869291200009684,1.0
607.0,0.001688540360000843,1.0
608.0,0.001689224040001136,1.0
609.0,0.0017018466699983037,1.0
610.0,0.0017021770000019388,1.0
611.0,0.0016896881399998164,1.0
612.0,0.0016995869700031107,1.0
613.0,0.001717775500001153,1.0
614.0,0.0016778487500005213,1.0
615.0,0.001709058589999586,1.0
616.0,0.001716261999999915,1.0
617.0,0.001712246930001129,1.0
618.0,0.0017183322700020653,1.0
619.0,0.0017000406799979827,1.0
620.0,0.0017193755200014494,1.0
621.0,0.0017152876899990588,1.0
622.0,0.0017705005499965409,1.0
623.0,0.0017504911900005026,1.0
624.0,0.0017465149700001347,1.0
625.0,0.001722636069998771,1.0
626.0,0.0017493849599986787,1.0
627.0,0.0017484059200023694,1.0
628.0,0.0017760832300018593,1.0
629.0,0.0017554324000002453,1.0
630.0,0.0017484462799984613,1.0
631.0,0.001741127579998647,1.0
632.0,0.0017502898200018535,1.0
633.0,0.0017400516499992591,1.0
634.0,0.0017511836600033349,1.0
635.0,0.0017756901499978994,1.0
636.0,0.001743763080003191,1.0
637.0,0.0017688264299977163,1.0
638.0,0.0017377610799985633,1.0
639.0,0.0017586065300019982,1.0
640.0,0.0017836319700018067,1.0
641.0,0.0017686411700015014,1.0
642.0,0.0017698511299977327,1.0
643.0,0.0017452800399996703,1.0
644.0,0.0017704242499985412,1.0
645.0,0.0017594744000007268,1.0
646.0,0.0017723140299995067,1.0
647.0,0.0017655143899992253,1.0
648.0,0.0017826894700010598,1.0
649.0,0.001768844960001843,1.0
650.0,0.001780437699999311,1.0
651.0,0.0017891041999973823,1.0
652.0,0.001771578100001534,1.0
653.0,0.0017971868999984509,1.0
654.0,0.0017733077899993077,1.0
655.0,0.0018090080000001763,1.0
656.0,0.0018033883499992953,1.0
657.0,0.0018023844400022427,1.0
658.0,0.0017995250800004214,1.0
659.0,0.0018112376400040374,1.0
660.0,0.0018218424799988496,1.0
661.0,0.0017922676400030468,1.0
662.0,0.0018100537500004067,1.0
663.0,0.0018155567799976778,1.0
664.0,0.0018338158599999588,1.0
665.0,0.0018268716600005064,1.0
666.0,0.0017966526000009254,1.0
667.0,0.0018492971600016972,1.0
668.0,0.0017982301600022765,1.0
669.0,0.0018188452000003964,1.0
670.0,0.0018419279199997618,1.0
671.0,0.0018345278100014184,1.0
672.0,0.0018491725500007306,1.0
673.0,0.0018525283999997555,1.0
674.0,0.0018330403099980686,1.0
675.0,0.001826615610002591,1.0
676.0,0.0018514690800020617,1.0
677.0,0.0018565238900009717,1.0
678.0,0.0018555991299990637,1.0
679.0,0.0018405716400002347,1.0
680.0,0.0018574883199971737,1.0
681.0,0.00183966634999706,1.0
682.0,0.0018515394499991089,1.0
683.0,0.0019009566100021402,1.0
684.0,0.0018435401799979446,1.0
685.0,0.0018652353300012692,1.0
686.0,0.0018513677200007806,1.0
687.0,0.0018749071100000946,1.0
688.0,0.0019237491600006252,1.0
689.0,0.0018743565300019327,1.0
690.0,0.0018549567899981412,1.0
691.0,0.0018751935399996,1.0
692.0,0.001881033770000613,1.0
693.0,0.0018904872199982492,1.0
694.0,0.0019022678300007101,1.0
695.0,0.001884597120001672,1.0
696.0,0.0019013828000015564,1.0
697.0,0.0018879488100037633,1.0
698.0,0.0018848027400008504,1.0
699.0,0.00197002805000011,1.0
700.0,0.0019117616299990914,1.0
701.0,0.001920261870000104,1.0
702.0,0.0019176028099991526,1.0
703.0,0.0019331755700022768,1.0
704.0,0.0019337057599977925,1.0
705.0,0.0019045822399993994,1.0
706.0,0.0019003715500002726,1.0
707.0,0.0019279911700004959,1.0
708.0,0.0019119067899964648,1.0
709.0,0.0019356328000003486,1.0
710.0,0.0019344570600014776,1.0
711.0,0.00192821456999809,1.0
712.0,0.0019305149899992101,1.0
713.0,0.0019210043500015673,1.0
714.0,0.0019450133999998798,1.0
715.0,0.001947637080002096,1.0
716.0,0.0019381731400017089,1.0
717.0,0.001964135040002475,1.0
718.0,0.0019322678999969868,1.0
719.0,0.0019553755699962495,1.0
720.0,0.0019522387600000002,1.0
721.0,0.0019426542900009736,1.0
722.0,0.0019389272799980972,1.0
723.0,0.0019913041799964047,1.0
724.0,0.001941888530000142,1.0
725.0,0.0019609642300019913,1.0
726.0,0.001968991769999775,1.0
727.0,0.0019850950899990495,1.0
728.0,0.0019647812899984273,1.0
729.0,0.001977946990000419,1.0
730.0,0.00196086558999923,1.0
731.0,0.0019877866700016966,1.0
732.0,0.0019727547000002233,1.0
733.0,0.001978141710001182,1.0
734.0,0.0019695863200013264,1.0
735.0,0.0019766543600007935,1.0
736.0,0.0019909875799976363,1.0
737.0,0.0020172150700000203,1.0
738.0,0.001988318809999328,1.0
739.0,0.002050110870000026,1.0
740.0,0.002055087710000407,1.0
741.0,0.002006890489997204,1.0
742.0,0.0019887337299996943,1.0
743.0,0.0020104733099969964,1.0
744.0,0.002017281120001826,1.0
745.0,0.002011367899999641,1.0
746.0,0.0020797573099980583,1.0
747.0,0.0020617970800003603,1.0
748.0,0.0020303889700016954,1.0
749.0,0.002010462200000802,1.0
750.0,0.002021825839997291,1.0
751.0,0.0020195296899964887,1.0
752.0,0.002031835249999858,1.0
753.0,0.0020142580699985045,1.0
754.0,0.0020522239799993258,1.0
755.0,0.0020211266400019666,1.0
756.0,0.0020523194899988084,1.0
757.0,0.002015646879999622,1.0
758.0,0.0020571982699993897,1.0
759.0,0.002031642209999518,1.0
760.0,0.0020444850100011535,1.0
761.0,0.002026637600001777,1.0
762.0,0.0020737359299982925,1.0
763.0,0.002041799959997661,1.0
764.0,0.0020799323699975504,1.0
765.0,0.0020411333699985336,1.0
766.0,0.0020903800299993235,1.0
767.0,0.0020474715699992886,1.0
768.0,0.002065556919997107,1.0
769.0,0.0020859404600014385,1.0
770.0,0.0020873138900014965,1.0
771.0,0.0020559096999977554,1.0
772.0,0.0020821608200003536,1.0
773.0,0.002083917599998131,1.0
774.0,0.0020749576999969576,1.0
775.0,0.0020757177599989517,1.0
776.0,0.002088222349998432,1.0
777.0,0.0020781063399999767,1.0
778.0,0.0021005849099992703,1.0
779.0,0.002088207789997796,1.0
780.0,0.0021087929299983444,1.0
781.0,0.0020801200300002167,1.0
782.0,0.0021113601100023515,1.0
783.0,0.0021647700999983498,1.0
