x,y,z
-2.9689236,0.11115516,6.838062
-8.151848,-0.30281338,10.795017
0.9536184,-2.7846184,0.11245072
-1.8979307,-3.6646006,2.8698723
-3.8746397,-6.329805,11.722145
-5.277422,-8.306,13.506585
-7.947947,0.16757454,11.279493
0.32194644,-3.0197928,-0.8443751
1.1355457,0.31968698,-1.6078005
-11.042846,-7.944491,12.287705
-11.4118395,-3.683591,7.8843307
10.166071,5.5909953,10.216813
-4.8218718,-5.571851,11.483577
-10.92329,-8.033005,12.332955
2.1692104,-1.3913012,-0.9592924
1.0914745,-0.26077092,4.140745
-1.9097486,-3.5779698,2.456052
-10.124504,-4.2100945,6.5061
-7.612281,-4.155456,7.7479906
-4.3817983,0.790274,7.9254174
-9.847163,-5.7540894,9.371482
-11.71952,-3.6754212,11.431282
-3.9064898,-4.856098,3.7208743
-6.0977592,-4.821075,14.508765
-6.984776,-4.279998,8.088253
-10.212847,-7.7702856,11.900633
-2.2632847,-5.0534544,4.3532224
4.0985017,-0.31207514,2.8698602
1.1785004,-0.5318401,3.9332743
-2.9204185,-4.5799212,2.0746398
0.2852601,-1.015392,-1.5384257
-13.459578,-4.8903146,7.0516796
-8.242971,-0.25251406,14.555022
1.3834957,-3.2079556,0.40475014
-7.627845,-2.9723222,6.8832207
-7.3127933,-7.3921676,12.941401
0.7895704,-2.710529,0.0660628
-5.305288,-5.633817,7.7723503
-2.378591,-4.840368,2.611645
0.7585717,1.2271996,4.6305075
-12.082909,-4.7203608,11.171315
-9.885513,-7.788886,11.595889
-6.831262,-4.746683,6.663938
-7.918881,-0.9166563,5.425857
0.25768763,-2.506563,4.2774186
-6.9285226,-0.9519709,8.847688
-4.9656634,4.5804214,13.936104
-7.6681566,-3.8006103,7.2798743
0.73463345,-1.8472822,4.177241
0.31247106,-5.0101237,3.9434674
0.0661452,-3.1955566,3.0677974
-4.914236,-3.0563776,8.0587015
-3.6024818,-5.0042076,5.6884756
2.826421,0.46480528,15.677868
-6.374006,-6.605411,6.742253
-13.072098,-2.3760102,7.769438
-6.630259,-0.05160418,6.6227098
-8.541106,-0.34077552,5.066277
-13.524324,-4.8853498,6.996706
-0.5890654,-0.4911512,0.9181057
-8.585037,-7.832481,5.524335
-12.691713,-4.518549,9.602227
-4.779393,-2.8104868,4.0677423
-7.43802,-8.617646,12.228659
-7.915839,-0.5886926,4.8768992
-9.776842,-7.723902,11.374686
1.7343782,-1.3554844,-1.655147
-5.6139693,-7.9662333,12.332241
-3.9528818,-2.6070383,1.3555199
-10.453654,-0.23639236,9.4572115
-0.70352685,-4.6777577,3.6747477
-13.339576,-5.2276244,7.4447765
-3.8287308,-5.8411603,4.649184
-5.5775213,-4.825945,14.36061
-2.8986998,-5.1207623,4.3282714
-0.8475961,-4.5535717,4.938331
-2.9917452,-5.1586285,4.2356997
-11.96847,-2.0344608,3.6371584
-2.702215,-2.5099242,13.028866
-13.267083,-5.3525987,8.390136
-12.151984,-5.0286417,9.8781
-9.937545,-3.1700857,9.672391
-2.4489973,-4.5818515,14.618808
0.27075368,0.8428121,0.5079517
-3.296373,-4.236687,4.9935946
-11.423291,-6.437814,11.742552
-4.832802,-6.6815724,11.487222
-3.9464707,-2.6118023,1.413084
4.717207,2.0617247,-1.3633276
1.6737827,12.443225,6.489525
6.386956,12.852359,0.5805227
7.6543207,11.3779335,4.0564485
6.7422614,12.676311,1.784652
5.309386,10.975305,0.385856
6.535979,10.69094,4.579246
6.978915,11.445167,1.1011249
-0.102689296,8.838366,11.700729
3.2216496,6.271764,1.1013973
5.9780717,10.400117,-3.0211022
3.4692879,12.5723,3.731954
3.2515323,9.206281,5.1662784
11.838264,5.713084,8.5249
6.7084446,11.943237,2.7388425
2.361665,10.73695,4.1195054
5.0153275,7.375632,4.9574738
0.39541072,10.563809,7.084968
6.7887325,12.648943,1.4006932
3.469873,8.960575,-2.670998
3.6815214,4.0554647,4.8279467
6.7347417,10.52635,4.2990174
3.4034674,3.6441174,3.656342
0.2315814,5.4436584,5.7232356
6.105707,9.70901,-2.7766674
3.052014,10.581772,3.7143605
7.785639,12.341243,0.38280118
4.454483,10.206483,-1.2249188
8.187463,11.623794,4.43524
5.182656,6.7330065,0.34098586
6.6481705,5.269766,0.15196545
6.5638046,12.396397,2.9754655
4.3913527,10.772977,-0.47574008
6.59693,12.801323,4.192575
5.166609,10.08136,-2.4526541
7.4282737,2.8941886,0.71229374
7.558945,9.774811,2.2104764
1.9169868,11.794797,2.4673593
7.552204,10.466732,5.4642987
-2.658449,1.7352542,9.622414
2.0082238,10.839185,9.131022
6.81041,5.2075276,0.07066826
5.505374,10.915678,7.8307915
-1.5625343,7.5135164,9.857144
6.871329,8.343108,2.4229178
4.912838,10.348089,-1.6145111
3.7949634,8.031588,-1.9517363
3.172473,12.194619,2.3844438
5.271061,8.740169,-3.6620207
2.4332802,10.4418,2.940042
4.3364506,3.706203,5.727084
2.9418569,9.68837,4.11
5.315442,9.224041,-3.2318974
5.299509,9.955094,-2.2575355
3.4661722,8.925713,-2.693874
3.8916693,0.2695913,-1.5691069
5.309921,12.509831,2.4760756
2.0545685,9.84872,11.531364
4.167134,11.144181,-1.3143119
5.464334,11.880925,-2.8526478
-0.6187937,9.819291,9.498507
8.5274315,7.9626303,5.405609
5.9438868,12.443753,2.282135
6.780786,8.802155,1.441389
5.503456,6.497799,-1.3753045
6.984253,12.392464,3.3323896
2.8089948,7.8395877,1.7241293
6.1353693,8.137549,-2.89699
1.8179716,10.560386,9.84788
2.53246,11.780206,1.9181943
8.036891,7.3777146,2.6589198
6.060679,12.588289,2.2366524
4.476023,12.2942,2.8350797
7.922007,6.695097,2.1535015
2.096383,10.807823,8.541476
2.7250917,10.477735,4.397273
6.7852483,12.88874,1.0568534
4.03076,5.0403476,-1.3394991
4.522178,9.463798,1.726615
0.82186353,10.456517,10.4868
7.9851704,7.7451096,6.243304
4.429356,10.158977,0.3616927
6.1820803,13.90285,3.6029844
1.6766797,9.549081,11.418705
2.3148081,5.88386,0.91902465
2.5960963,11.144239,9.606573
-0.5828961,9.613627,9.46723
5.814029,10.016412,-2.8293028
1.3126838,12.349895,6.787358
6.1612177,10.951208,5.993949
5.621175,10.753257,7.6385794
1.4951544,6.057885,1.2751445
3.1985672,10.566477,10.166974
-0.1990158,5.20799,13.658294
0.77225244,6.06042,5.705439
-0.39165112,5.0449634,13.4987955
5.07232,10.631685,-3.9370835
1.604199,10.559478,9.8721485
1.9050227,8.014954,10.415857
6.356097,11.671768,-0.32151106
1.9780322,12.355837,2.9282436
5.3050013,11.336868,3.4563382
2.336738,11.942242,2.537238
3.682757,0.35202712,-3.1890166
5.4850054,12.161231,3.8352456
5.1011486,12.081986,3.3213928
5.033347,9.361414,-1.7874101
6.4804444,10.84739,5.4876947
4.5658383,11.640844,2.6347213
4.665688,10.447665,3.306735
2.2819853,6.070766,0.9876681
2.458419,9.938967,-1.5343915
5.9209223,10.7693815,-2.9665275
10.289634,12.5346985,-4.7630467
5.354296,12.178085,4.4879417
7.7133813,6.204112,1.8122028
5.3612413,9.4621315,0.5442104
5.146023,11.289051,-3.303146
8.403437,6.7570224,4.63637
1.2757332,9.459754,11.563032
0.17928195,9.143276,11.491346
4.2028174,11.81673,1.079954
5.0017943,10.758814,0.6609062
4.1482263,2.1623225,-1.3523955
-1.0051093,7.8423023,4.408648
3.3352349,10.459638,10.235676
4.059908,10.686591,-0.6440652
5.124917,2.6000872,-1.5713055
-1.1453518,10.094244,7.7061033
1.8613919,11.522595,9.493092
5.13903,5.0902243,2.755229
4.719135,5.5048656,3.3421805
8.445124,9.219619,7.798397
4.156923,7.2414293,-0.6426582
0.78282595,7.336526,4.9235563
6.9209743,12.716523,2.357002
4.4538856,5.7524867,-0.81527734
3.4931896,3.2741401,-1.0443877
3.6461723,12.75816,3.7308679
4.465757,1.7986268,-1.5849694
8.026433,7.8642383,6.180816
0.91564256,10.58461,7.8914447
5.715833,9.621502,0.19048408
3.2552025,11.812382,0.9880389
4.6450295,6.637686,-1.2412463
2.7920241,10.843137,3.7496176
-0.5974866,4.233005,13.056691
1.7283243,3.4740858,5.057373
2.775535,0.019352393,-3.0707588
7.5003476,11.9139185,3.354207
5.5041113,3.5094876,-1.4095728
2.5094535,12.742657,5.76719
3.6506717,10.789267,2.721824
6.6102724,5.475254,0.31843552
6.016829,11.078827,6.2979608
7.467044,9.389619,2.3822758
4.7532682,9.356063,1.0821242
3.2903836,6.794968,0.23560095
4.1249533,5.550001,-0.47616753
7.112328,11.368262,-1.8858976
5.9926724,10.927107,-3.1309443
5.2261486,7.1426826,0.1815569
6.5110664,8.752768,2.6169653
-1.3514242,9.579786,9.898147
4.7398367,6.6451597,-1.9099633
1.9677372,4.5386133,7.989344
0.30595243,6.5269027,5.9965544
5.140754,11.159957,-3.3039184
7.4655194,11.32833,3.677851
1.5085319,5.0672183,12.816959
4.4841704,9.404626,2.443371
5.0256248,7.016663,-3.232245
4.5410914,9.410662,-1.1611296
5.24074,12.7817745,1.121892
-1.1386548,10.148754,7.512675
3.6538045,12.75668,1.1181588
3.2156677,11.208843,3.7661223
0.06247095,5.9310336,7.919822
3.935108,1.5778666,-2.3763506
5.6518254,11.514649,-3.0347269
3.6969087,5.983343,1.0361547
-1.266849,10.25796,8.132535
-1.3888224,8.234776,9.729423
-0.12664366,5.800983,8.179792
4.7956104,4.821841,-2.9140096
-0.25951514,3.6037176,13.0215845
2.170392,10.191686,10.460135
-0.30330038,0.6803397,5.4221945
7.0096707,10.629008,4.3935246
1.8224217,7.8508987,9.954799
2.0810602,4.8427467,7.423347
1.9706798,12.032639,2.7395968
-0.18244192,8.036294,9.768756
4.686899,8.036641,-1.106744
6.138373,10.106874,0.19957128
7.642694,11.800561,0.7152693
3.274818,1.2690347,-2.7551177
3.5998347,11.421308,1.4881616
0.18010652,4.988436,5.710595
5.2686753,12.213875,-2.6289806
3.9270377,10.482382,2.3080447
6.666724,12.844337,4.3963466
-0.9104417,9.520614,9.096463
6.183937,13.798419,3.575144
3.364155,6.7338815,2.7672148
6.9195294,12.5522375,2.6118488
5.4914384,3.5034206,-0.79208356
1.6280091,8.776897,11.207809
4.070405,12.787665,3.287938
2.2951846,5.5329857,0.062450964
0.07542431,8.934667,10.629055
6.094853,4.716895,4.4191823
0.015440209,9.237423,7.023047
7.10723,11.686761,0.9933163
1.3348699,9.418494,11.428892
-1.1070017,7.941163,4.416222
3.3596015,9.030455,-2.7447634
5.060101,11.110227,1.5993152
6.454263,12.496551,3.537427
3.2128346,12.319139,2.3511264
7.0309978,11.684345,1.067938
-1.5869404,7.282053,9.302693
-0.43941042,7.3127937,8.281801
6.5462995,12.539008,1.4054508
5.845958,8.378093,2.169469
4.6109257,8.167309,-0.48514315
5.4325676,3.5890872,0.55200666
-0.3180289,3.9819129,12.905342
1.3095107,5.6389146,3.91899
5.7454114,11.379657,6.896768
5.751023,5.780908,3.8655677
-0.6738857,3.8498492,12.703889
6.5667033,10.603832,4.35941
3.0907,5.0600457,0.84862775
6.155382,9.4154005,-1.3273187
1.5634782,-0.2753977,13.661823
5.47861,10.462721,-0.7341904
5.8006935,10.3898535,-2.4516802
6.58844,10.1984,-3.2551317
8.682687,7.9665346,5.361741
5.58648,10.297167,-1.184721
8.762442,10.891877,-7.3768916
4.5967164,10.424701,1.8258274
-1.596131,6.740162,9.271553
3.532982,4.931673,0.26277843
4.014234,8.471181,5.3911138
4.1138325,10.549505,2.2479618
7.164988,9.010247,2.477686
6.103144,9.522398,-1.3232281
2.268846,10.96399,8.759653
0.07449836,8.418287,10.464251
4.7651677,11.021166,0.97523767
8.837639,10.847651,-7.414412
3.8330495,11.005728,-0.4035186
-3.3796356,6.257483,14.52599
0.53651065,6.0351014,5.4944468
6.9609604,10.120334,-3.5743713
7.7087455,5.286434,0.8423413
-2.1266348,2.728138,11.470002
5.950317,11.227425,-2.8658192
5.885438,11.14005,5.00477
2.3944237,5.98056,3.0260487
7.2635202,11.694541,-4.3277082
5.7161536,11.468229,7.0415373
5.281099,9.497725,-2.5714622
0.04273452,6.1916738,4.6965685
2.0469587,10.957114,9.651159
5.570551,6.4443216,-0.587
3.5302227,11.887672,2.4562817
6.5403748,11.489449,-3.7232406
5.3162856,10.998225,-3.3398883
4.8283806,7.097538,-1.907102
7.0870876,9.393256,3.2966993
7.482241,10.479861,1.5524161
6.031964,10.792879,6.3815856
-3.79778,1.0748394,5.1042747
4.5233064,9.719976,3.7103384
3.623487,3.0769677,0.97592944
0.5138455,7.878322,9.43125
3.173346,6.6547213,1.685489
5.304818,12.057673,3.5787818
-0.12240038,10.665515,6.796459
3.2891521,11.7051935,1.741258
2.8836503,8.652651,3.969945
0.5994851,6.3417053,5.845919
-0.41811895,8.234713,8.670977
2.4586053,12.698919,5.834304
2.9596477,10.850808,3.9473994
0.15698896,8.8783655,10.692512
4.4433413,1.493815,-1.8381151
5.7208567,10.745323,7.471414
-0.8981165,7.7756047,4.465503
3.7577634,6.810513,0.39527097
5.085308,4.985403,-0.7599145
3.8588004,10.971425,-0.34110442
7.377491,10.691694,1.6554503
1.4952191,12.399701,6.650461
5.3810263,8.687722,-3.7585816
4.889603,10.462342,1.4470129
3.677411,11.252108,2.8355615
-9.886304,-1.2342781,10.73349
-0.37827107,8.189418,8.884826
-9.799375,1.244509,8.84583
-5.6832137,0.61331826,11.560624
-8.24251,1.805364,12.869356
-4.598431,2.983929,14.249836
-0.52689856,9.54945,7.821963
-5.223407,-6.848167,14.164837
-4.526361,-6.6280813,14.725695
-2.6559587,1.9164401,7.5742717
-0.21610567,0.051897384,2.9308121
-1.3439015,-3.1364791,4.822453
-5.6108785,5.001002,10.140907
-7.273366,3.9537094,13.057678
-2.310797,-4.6719546,7.476228
-7.716435,1.0220352,12.674661
-5.638677,1.7436118,9.6441965
-3.465515,2.2581143,11.990749
-1.639825,-4.2597575,1.5768753
-3.8154917,5.463411,12.12823
-7.3858776,-3.9239569,13.159363
-8.952314,-2.9856288,8.624096
-8.926209,-3.9037566,12.409562
-6.1389084,1.3044704,13.344481
-2.5685165,6.130406,11.339021
-1.7847984,2.5196404,7.1484575
-6.127462,-1.0796179,15.219026
-5.538702,-0.3389499,14.4186535
-2.1374366,6.545277,13.852963
-0.19622345,-1.7357693,2.0221746
-4.731572,-7.228991,14.700522
-3.6873677,-5.43453,15.337175
0.7004461,-0.9001278,-2.2224479
-10.56204,-1.7425138,13.2541895
-8.112866,-6.2256007,11.926359
-9.805702,-3.8990674,12.376752
-0.07775533,-4.981295,3.2282872
-6.602969,-0.90720373,14.585654
-3.4826856,-0.97053796,5.2879996
0.38692993,-5.3613844,3.6083212
-3.6510627,-2.6445568,1.3689226
0.25749257,10.306688,8.142111
-9.757491,-2.2940595,10.127117
-6.4715004,-5.81004,12.268859
1.1817824,1.9841671,8.446689
6.1200957,3.1475692,-1.0819583
-9.207648,-6.9296756,9.741722
-1.0766015,4.3569684,6.9936247
-5.404684,-2.787571,9.535015
-3.5482776,6.0740705,12.091989
5.461657,3.397742,-0.72140855
-10.788567,-1.6135015,13.263474
-3.645548,4.515195,12.523862
-6.3325396,2.5829194,3.1856136
-3.8347235,-2.1459403,3.72894
1.0664142,-0.8104207,14.731067
-4.731936,3.130413,13.569874
-9.829723,-4.544687,12.134727
-9.052265,-1.3556647,9.477608
0.3184618,10.537507,3.8633296
-0.5158704,5.06063,7.9825425
-2.32698,7.832935,8.656936
-9.045751,-3.508724,12.420631
-5.40075,5.0395904,10.281965
-9.609275,-0.82397735,12.72032
-0.15018295,7.990716,9.267226
1.0094173,-1.3866527,4.6324053
-4.228753,5.173708,12.061959
-7.53332,-6.789116,13.23493
-7.174483,-3.899495,11.657661
-3.6808012,6.0547495,12.366785
-9.708597,-3.4040809,12.248869
-4.798513,2.8812459,13.882971
-9.401409,-6.9312854,5.532045
-0.06333585,4.464305,11.068802
-4.264726,2.9498703,11.64931
-5.0727725,1.7991847,9.609073
-11.429775,-1.4721593,4.276878
-8.452605,-7.748458,5.4021444
-2.7713046,-2.5110812,6.618245
-8.231617,-3.3653872,8.323769
-9.017355,-3.2961316,9.171904
-0.70173174,1.03161,3.7711952
-5.471203,-1.4213723,7.0466948
-5.508033,1.1565899,9.138226
-5.1699586,-8.218868,14.246287
1.2889655,2.201353,8.268252
-7.5534587,-0.16833626,7.5445905
-10.429035,-2.4540303,12.313106
-9.9191265,-1.0198137,11.311919
0.24687375,9.997088,9.915029
-5.198524,-2.2046366,7.0281134
-0.37188646,9.785401,7.479814
-8.915082,-3.8303201,12.314956
0.5553856,1.094289,5.032767
-5.2754703,1.6450301,9.72358
-3.8774972,2.8398583,10.560484
0.022275103,-2.9107068,5.799793
-0.49646455,-0.5744568,0.8799545
-9.951453,-2.2934418,8.677736
-3.1510305,-5.2569695,12.678676
-4.2565017,0.6877841,14.351288
-3.0761452,4.2365985,12.382425
-1.3396642,7.9222517,8.082352
-7.6717,-5.7602744,10.816184
-0.7448679,4.196281,12.880822
-10.132727,-6.9424767,5.2124853
-5.503581,-3.968948,14.535401
-9.884099,-0.9962147,12.742707
-5.502982,1.1632161,13.361519
-0.77166957,9.860253,8.955147
0.35340583,10.599904,3.4931872
-4.0864725,2.3222759,11.953053
-1.0641553,8.999456,9.307625
-6.857923,0.13372657,10.865564
0.5644412,-4.31171,4.769861
-9.655234,-4.265937,12.242874
-5.7779827,1.8523636,8.196932
-2.700651,7.5554304,9.877911
-11.985705,-0.6826201,8.234175
1.2979158,-1.8745123,-1.03854
-0.010131751,6.5708976,7.6183033
-0.5882664,8.760442,5.7469974
-10.256216,-1.5455477,7.706565
-8.185771,-5.997509,11.152328
-4.373406,0.8549092,10.465086
-3.8312364,-1.3406128,13.32392
-6.6697655,-0.9102181,14.362165
-5.534153,1.5685776,10.141403
-2.96013,-1.1950036,15.024572
-7.971627,-5.836736,10.574965
-6.654987,1.4993424,4.470689
-10.915276,-1.0733861,14.165231
3.016259,-0.44867885,-2.1205685
-9.59642,-0.5774178,12.56514
-4.4319363,3.4246168,12.748358
-8.313912,-4.116148,12.099541
0.042984985,-3.5784726,0.46468917
-4.5190363,1.2660689,12.84605
-5.05093,0.770543,11.603507
0.11125364,7.554599,8.488566
-9.5486555,-5.684152,12.068999
-2.661017,7.3905425,10.031498
-1.4542177,8.230943,9.832277
1.5902438,-0.5870461,-1.3839872
-8.0641165,-4.381738,10.409488
-4.2644124,3.906245,12.3506
-9.829143,-1.3254741,11.31586
-7.802467,-6.525445,11.749975
-10.895902,-3.3521204,8.271129
-10.295758,-3.1409843,11.923971
0.69518846,-1.9635946,4.212765
-0.22152467,8.047152,9.495953
-6.887821,-3.5679116,13.495743
-4.5958247,5.6220837,12.407596
-5.5481095,-0.72993016,11.523791
-6.3822775,3.0324183,8.382978
-8.314688,-0.068010494,8.637828
-9.748101,-3.9603336,9.724906
-10.569514,-4.115555,9.05763
-9.400761,-5.454536,9.352359
-6.5854383,-3.1813452,13.726216
-10.742773,1.9768404,9.78811
-7.646676,-7.0778327,12.958852
-4.120328,4.3768826,12.707403
1.135322,5.9225283,4.745108
-3.8155313,4.768941,12.562571
-0.049788397,7.9065456,7.5286345
-1.246761,-3.6373656,5.4055824
-3.3945549,-3.9797246,14.896859
-8.449529,-5.5530725,10.427302
-0.7421568,9.749532,8.990284
-7.6002283,-3.8378386,9.680341
-11.932259,-3.0794284,11.317678
-3.6996305,1.4146163,12.220574
-3.447646,5.4060006,11.572993
-1.4936647,-3.5350811,6.168973
0.21281707,4.442389,7.6117854
-4.208471,-6.4954157,15.237783
-4.47126,3.4012682,12.869515
-9.95966,-0.16563132,9.762808
-2.5634432,-2.6952727,6.8506904
-4.078781,-0.7512873,3.319309
-2.2159956,6.562661,13.88028
-6.8319464,-6.3007383,8.529083
-4.6346774,1.0426307,12.6069
-1.1379834,8.806808,8.764146
-6.9678125,-0.62206393,13.331137
-3.9890547,4.1710653,12.840503
-3.689266,7.5754776,9.595057
-9.558379,0.11765877,11.608419
0.44223845,6.3398004,5.4795423
-9.897934,-3.860327,12.621385
-2.3638444,1.2234633,6.6395936
-8.087826,-6.5143447,13.563552
-5.3283834,-6.9327817,14.023389
-3.8847113,4.386626,12.852419
6.6915216,4.048559,3.2557085
-2.893307,-6.2518024,5.417869
-9.737197,-2.1923587,10.147492
-6.7352257,-3.1336808,13.562729
-0.81127954,-0.25280324,5.8329587
-7.378807,0.6121356,12.247865
-4.3357525,3.6807902,11.074282
-1.2489206,6.293673,9.717513
-3.6345193,6.346088,12.847134
-3.3598046,4.493188,10.624904
-4.79798,0.8727871,10.430618
-5.9355497,-0.7368644,6.935716
-13.534154,-2.2577224,8.611487
-9.359908,-5.849609,10.012779
-13.199748,-3.0451653,10.143061
-10.9886265,-3.6634543,7.7881804
-0.59049577,8.666592,5.733981
-3.4265072,-2.511103,7.223641
-0.6156616,5.757624,8.507433
1.6725636,-1.0482529,-2.3800795
-6.262216,-2.8103716,11.27686
7.6499815,2.7603755,0.7340362
-1.3211684,-3.2099643,4.5827923
-0.32070866,10.326979,8.803776
-9.717103,-6.9294477,5.0196404
-8.609692,-0.35391015,9.009624
-9.292746,2.1591232,10.53116
-5.2580433,-4.1870933,14.667066
-3.0822868,-2.115789,12.692263
-1.0545734,4.4838514,12.8794985
-7.275443,-1.2794232,9.213077
-1.2512729,6.8293047,9.294328
-9.550548,-4.0380325,9.910535
-7.981299,-2.5143394,7.609878
-3.9727125,-5.562047,15.017417
-4.7428317,3.099497,12.872234
-6.843805,-7.9043946,12.608561
-6.900988,0.41320634,11.538232
-6.683283,-2.0748453,14.1695795
-11.688013,-2.9867382,11.674789
-4.920156,-7.9872046,14.630317
-2.8817842,-2.3827477,6.566497
-1.461345,2.09844,5.898919
-3.170708,5.5894547,10.736326
-3.6198866,1.8064762,12.139938
-2.9980674,-4.507721,13.453605
-5.508317,-6.802418,13.870086
-6.6724377,-0.69693893,14.334196
-7.9023266,-6.235748,12.76292
-0.18141681,10.130711,9.0817585
-8.813224,-5.7701406,10.377492
-10.136071,-5.55387,11.053299
-10.063203,-5.5165286,10.809754
-4.371728,2.5773206,10.967428
-5.323952,-8.521621,14.5736475
-6.036546,-6.1890965,13.149125
-0.043031096,9.802331,7.663515
-7.526642,-6.840171,13.081835
-0.61975896,7.817339,4.9804344
-5.2237096,-8.377943,14.3454685
-4.021641,5.7385116,11.844096
-0.75515294,-0.9115921,7.780637
0.3252061,10.245344,7.7098174
-6.761718,1.5653975,4.5552154
-2.6170063,7.5857224,9.875367
-0.22030196,8.453322,8.747221
-11.641934,-3.2161968,11.654937
-6.149135,0.46428984,11.383895
0.17728244,4.6720552,7.5968833
-5.4183607,-1.0127804,12.522425
-8.384032,-0.15672812,8.682794
-8.220177,-4.5048056,10.414337
-3.8398502,-6.428291,14.536293
1.2191756,2.1005585,8.286871
6.6906276,6.6184216,7.861936
-0.18926083,6.339714,7.7462273
-6.1312265,4.168045,13.135888
-6.848477,-2.0438786,14.406506
-5.2753663,-4.163142,14.625069
0.09697935,8.21259,8.903097
-2.5395825,7.5908604,9.8140955
-10.639054,-3.4834578,8.216068
-7.5588613,-4.1709814,10.931955
-1.272113,-3.2854078,4.624042
-6.5537148,-2.8827157,13.699694
-4.407767,-2.7099144,14.806974
-13.431318,-5.2446384,7.3117743
-1.5225297,8.1261215,8.549627
-9.467717,-6.387297,12.249602
-3.6834245,-3.270773,10.83128
1.3555408,-1.114519,-0.79808015
-9.76481,-3.529871,9.896425
-6.806293,-0.03464583,13.420845
-6.9986258,1.6282195,4.664603
2.222458,-1.5505592,0.59990215
0.667685,1.6350039,4.6426797
-6.75761,-1.070041,14.36112
-9.598479,-5.48727,9.712424
-7.293306,-5.9191904,9.629967
-10.080354,-6.985382,5.2436934
-5.8524947,-3.088893,14.538
-6.2857866,-0.6674127,13.593798
-1.0967996,8.3929205,7.562817
-1.463015,4.2409205,-11.940207
-5.306489,-1.8954597,-14.563822
-0.50214034,3.5667913,-11.012785
-3.620098,0.16540173,-9.481271
1.3148751,3.54899,-15.283266
0.03302294,-3.8535783,-12.358244
1.2932267,3.725615,-15.434229
-2.4783852,3.3935974,-9.617488
-0.5481919,1.8613217,-12.453081
-5.1593075,-1.5756845,-14.516853
-6.8040757,0.8983974,-15.769357
0.7189569,2.7509115,-12.965127
1.9066583,3.0238404,-16.016531
6.3942146,-4.7556314,-1.9945155
-3.506693,0.17776929,-9.842658
-2.3137352,-0.637881,-9.686513
-2.872236,1.882558,-10.016349
-0.5902551,3.7077942,-11.343096
5.160593,-4.4289227,-5.8659606
-8.068519,-4.409805,-8.751553
5.827774,-3.3568661,-3.070735
-1.4558524,0.49816197,-10.614978
3.7142434,-5.570632,-5.954497
5.3263564,-3.9166346,-5.920661
-1.788758,3.8102994,-13.475474
3.820603,-1.6301543,-4.733842
-5.4714823,0.056243166,-12.148103
3.372158,-7.531708,-9.540126
-1.0830264,3.0636933,-11.318977
1.3481786,3.6535342,-15.356111
2.5044668,-3.901706,-4.635941
0.22061191,1.5690713,-11.738115
-1.979638,2.2957337,-10.255513
0.11081121,-5.541536,-6.0340166
-6.0030823,-6.355181,-11.2040615
-0.6233974,-2.4307482,-10.609932
-7.277431,-5.8402843,-13.0997715
-2.1895325,2.0289898,-9.893744
-4.043493,-5.9377933,-12.347858
-5.9955654,3.1352725,-12.53609
0.55424684,2.9171212,-13.641945
-2.5548635,0.1708942,-11.398764
-6.3302865,-11.394526,-14.43784
2.786699,-6.7793274,-6.8627567
5.786364,-5.8621473,-2.487091
1.4537665,-7.720028,-4.661279
3.7382586,-3.2674816,-6.607954
-0.54370344,2.509961,-12.844543
-3.2062154,-5.0164943,-9.004503
-1.1221359,3.0519102,-11.416064
-6.5313306,-6.1706033,-16.913736
0.7051486,-1.2542619,-10.48038
-0.71036375,2.2452092,-11.983116
5.0348086,0.98492664,-2.969437
-2.6428275,-4.689225,-8.433124
3.1273935,-5.7511635,-7.266072
-0.87333894,-0.058577158,-11.505265
1.6928346,-5.5895514,-5.073837
5.0767155,-5.008281,-3.6582832
-3.163322,0.8435432,-11.815586
-2.4929843,0.44345778,-11.604154
5.6708474,-4.041752,-6.0721064
-5.2370133,-1.5334362,-12.910563
-5.145338,3.8289604,-13.031448
1.8950057,2.9864166,-15.996819
-7.3680024,-5.4103584,-12.418073
0.6753605,-1.2681743,-9.714158
-0.14038643,-6.9773498,-9.35884
5.6764393,-6.1400576,-2.5129142
-2.0524204,0.3378402,-11.076041
3.751927,-3.9606738,-4.521271
-1.2152874,-0.099332176,-10.478465
-4.665736,-5.1887016,-12.645331
-5.4633174,-3.5606415,-16.004295
-3.5329056,-0.67461306,-9.313018
-6.2862134,-11.329505,-14.356747
5.963813,-3.6350546,-3.2294776
5.0277815,-4.944126,-5.809694
-0.47390637,1.3565556,-12.519097
-7.6344113,-4.4748197,-12.019228
-0.3326672,-4.9537144,-8.832434
-1.8892939,2.544279,-10.121878
-2.4977956,0.89798874,-8.615884
-6.3422008,-0.62824506,-13.40209
-1.2832397,-0.5078429,-10.634894
-4.1221604,-1.9848198,-14.603927
0.5694029,-3.9739597,-8.934101
1.443515,-2.1425593,-8.805352
3.2322426,-3.9199753,-7.697527
-1.3617179,3.5936468,-11.308626
5.5178328,-3.956223,-2.891178
-2.373354,1.2892102,-12.244638
6.0669384,-4.10289,-2.973374
-3.3469768,2.2585144,-12.661248
1.5413785,-7.204996,-5.1877193
1.9333093,2.9898036,-16.050303
-2.1755064,2.6743429,-10.62283
-0.25836894,3.2243547,-14.042965
4.7336316,-1.5409342,-4.6600895
-6.370344,-5.0388584,-13.5756445
2.1914313,-7.234089,-5.857079
5.092777,-4.638402,-3.4330938
-1.8880589,-2.808087,-12.216421
2.7013235,-3.0965524,-5.0062838
4.44484,-2.4551432,-5.5011153
