x,y,z
11.7372,4.50973,-5.1279707
16.671902,6.4490037,-5.430297
10.587015,5.7735586,-3.12103
17.137138,5.335208,-4.527353
11.751711,8.101112,-7.49518
17.211895,5.7691226,-2.4831924
12.352872,4.944324,-5.4552193
1.3853061,-1.7185762,1.8213052
13.137362,8.882465,-1.0454932
13.294725,8.431518,-3.820567
17.307861,6.8066564,-0.9451624
15.812708,5.617507,-2.3377597
13.432328,6.2502174,1.5628055
13.724432,6.874371,-1.672646
14.138795,6.4123797,0.43399024
12.692249,7.3691735,-4.5469613
10.101001,6.994776,-5.125897
9.998981,10.592602,-5.4625216
10.641822,9.156804,-7.812614
5.5720096,8.567098,-4.366115
15.136466,10.076891,-3.4245248
15.336881,9.565056,-2.261221
11.089403,8.530931,-7.5221906
14.335771,4.4936895,-4.4678583
9.656063,11.209814,-4.7590995
10.733871,5.572734,-2.587089
8.692985,11.153757,-4.987485
16.544577,6.69358,-0.69942015
13.320465,4.6916785,-6.174354
9.92447,10.660254,-4.9714084
13.06311,10.122177,-6.0626674
10.458094,8.855917,-6.3894234
15.190821,9.571609,-5.1361136
15.149686,5.654634,-6.865698
10.9358635,5.8102684,-3.1945903
13.392648,7.92912,-0.6092915
-3.8887856,-3.0934656,3.4878278
13.722346,5.9673986,-3.5617533
11.266734,4.5074086,-3.6530986
17.44945,8.804819,-2.51885
8.334893,10.41548,-6.104639
10.815181,8.563556,-7.055822
-7.6388855,-7.939936,5.087906
10.54875,9.50611,-5.898831
12.961941,11.694971,-4.1017933
11.196886,7.007239,-4.8458405
11.115772,5.084717,-4.4308476
10.006922,9.208299,-3.9414995
14.229936,7.1346965,-3.918684
8.915066,10.307622,-7.152197
11.521416,11.614158,-4.9963536
10.926037,7.671966,-6.1986403
14.89516,3.6955886,-5.7736325
17.12585,5.807616,-2.7234437
16.80498,5.569132,-4.279852
16.871162,5.8456345,-4.8610764
10.440847,5.050632,-2.657662
16.261616,4.7048044,-3.9524453
13.468987,6.0171947,-3.883964
11.425683,5.940355,-3.5553908
15.606864,8.914926,-3.5793245
13.361524,5.3693914,0.8540599
15.24153,7.3683667,-7.55388
14.527023,10.568953,-3.4577055
18.749712,5.4023247,-2.270805
18.398981,8.418454,-4.9071317
13.188613,11.197428,-6.2817373
15.806978,6.4632835,-6.8397713
17.89123,8.487681,-4.4296575
11.915113,8.500669,-7.9182143
14.127613,10.07263,-4.981675
16.49901,7.2088575,-0.82404554
16.170792,6.472689,-2.843659
16.937054,10.058826,-4.323808
14.292226,6.2880583,0.30198008
11.469914,8.797011,-7.9962645
12.688745,4.287742,-4.169143
8.332083,10.252285,-6.2761946
11.218519,11.806837,-4.871609
11.619409,10.346623,-4.101363
16.847301,6.5802355,-0.788925
14.544165,7.497044,-5.8902416
8.265943,10.134941,-6.7097793
13.454381,11.234068,-4.127453
12.485047,10.4427395,-6.50528
14.102568,4.5679603,-6.4391155
5.078741,5.255976,-2.7529554
15.237394,4.6073794,-4.7063794
13.366247,6.10281,1.6302798
16.116453,7.1430793,-6.433278
3.4053614,2.4382544,3.238121
2.2056203,-1.5602491,6.469803
10.945578,5.6539283,-1.3933979
9.778056,10.241958,-4.429457
10.475714,9.065359,-7.502836
9.976971,9.841621,-7.545655
13.298134,10.4403715,-3.7894058
14.872272,5.5645313,-7.400065
15.409514,6.7777233,-4.8724027
17.2421,8.364045,-2.544387
12.605664,8.261131,-5.060883
14.985256,5.6837044,-7.4579034
13.251813,9.917942,-5.56053
-7.160006,-4.312088,5.8436193
13.221466,8.340234,-0.9830786
13.514297,6.9014697,-1.5294937
4.127368,3.1823,-0.81447
11.395431,5.772145,-4.243098
17.940138,7.50719,-1.7015535
16.95159,7.899458,-1.2719473
18.770992,5.303406,-2.5013747
16.163132,7.091225,-6.5922384
13.296724,10.345126,-3.8242636
14.133772,10.66724,-4.0493402
12.095034,10.93258,-5.818987
14.252578,4.470814,-6.4054255
18.878553,6.413416,-1.5292184
18.281013,7.1725235,-1.7106341
17.604082,7.7641945,-1.7935501
18.762447,5.3815913,-2.2352593
11.216345,4.1169033,-3.5398943
9.659677,11.141175,-5.031257
16.713081,5.0632906,-3.6764424
15.879312,6.432947,-6.817349
16.537214,4.893031,-3.629599
16.203785,4.5338116,-4.8013644
13.545672,4.3514338,-4.4153037
16.534214,6.6085644,-0.6275284
12.246768,5.516745,-3.280282
17.499916,5.485274,-4.650635
14.037437,6.329266,-3.6653059
10.4379,7.2118506,-6.2755785
12.769531,5.0068107,-5.429067
9.799894,10.869559,-4.8941717
-7.8088856,-7.9064775,5.150345
15.379246,6.4575152,-3.0404708
9.887535,11.107052,-4.8849134
11.668143,8.863242,-7.6097817
13.13239,9.769093,-2.201425
7.9883494,9.891414,-6.6704392
17.467562,8.412484,-1.7383908
13.076577,4.008137,-6.398492
8.485659,10.817523,-5.3233256
5.7724357,8.704953,-4.707033
10.920657,11.953477,-4.839033
15.96313,5.469107,-2.4249651
19.279203,5.9191985,-1.918305
17.786789,8.5986595,-4.228545
13.068052,10.35032,-3.8599544
10.280894,5.368038,-2.685549
13.949337,9.762188,-3.1575205
13.356851,8.9597435,-5.059892
13.569305,5.6137056,-4.0969396
16.226833,7.6029024,-3.4411116
12.012433,8.218632,-7.984179
17.136564,8.352172,-2.632131
18.777727,6.0749154,-1.616964
2.2601073,9.2816,4.098698
9.003442,9.32945,-4.7384815
17.863255,8.524703,-4.442927
11.469497,8.175786,-7.2653236
15.04463,3.5410671,-5.543385
12.522225,10.648126,-7.456315
14.346309,7.4253883,-5.7451844
14.004481,8.38729,-4.0000525
9.134055,5.0820775,-1.8384587
15.521589,5.7321258,-1.3871481
12.34917,10.567366,-7.4029913
13.688026,10.65522,-4.674174
10.045185,6.4789324,-5.9888463
14.20998,11.15557,-3.2392464
10.394293,9.863579,-5.282573
10.195309,7.5244527,-6.007217
15.255084,4.549898,-4.965475
17.362532,9.80636,-4.311711
9.461997,5.7673273,-4.6987333
13.764182,9.195685,-4.1091733
13.165728,7.107078,-5.6208057
18.953342,5.960579,-2.160602
12.727448,7.123654,-5.7780657
13.089255,11.51965,-4.2418947
15.5797,7.980959,-4.2076087
12.352242,5.15154,-5.1834855
12.7054205,5.229315,-4.957847
9.499607,11.478262,-4.022977
9.86076,9.917467,-4.375791
13.073781,11.076526,-6.6593957
16.598572,4.98853,-3.4709485
11.631527,8.707434,-7.8272667
11.687446,5.0818725,-6.047633
17.169195,7.8643484,-5.887453
11.732796,4.933874,-4.985468
16.973593,6.3791337,-0.9726326
11.582655,4.1010194,-5.352234
10.594324,5.831987,-3.8984437
10.621332,8.272425,-6.717122
14.407406,10.76227,-2.5464962
9.651097,5.354694,-2.2122984
10.949327,8.478508,-7.15834
13.387076,6.1424546,1.6299442
15.3896055,9.498674,-2.262756
14.041654,6.4048357,0.5324654
13.226962,9.683287,-2.229362
15.012897,10.593356,-4.9151087
15.24085,9.958879,-4.6588955
12.76073,9.623523,-3.8039477
-2.7724147,-0.37300274,7.0364966
18.469273,8.415613,-4.989513
13.34485,6.1701818,-3.8505764
12.764982,7.9358215,-7.2082224
16.419226,6.99302,-0.48580274
9.706261,10.292056,-4.554271
13.151329,5.203839,-5.4631534
15.921295,7.681331,-3.7688596
14.387326,10.144038,-4.0642943
15.213463,9.348953,-5.08231
16.587921,7.1513414,-2.9153037
13.707008,6.9311414,-1.5615306
8.52164,10.338179,-6.8108177
11.378405,5.5639024,-5.732513
13.6162405,5.998974,-3.6928582
16.661745,5.047655,-3.4863658
9.358462,5.775768,-4.7279286
11.524904,11.310118,-4.9884734
11.199615,11.640517,-5.052308
18.550644,5.0780654,-3.2672808
15.859358,5.88023,-6.3198204
-4.3186307,1.1959999,12.8037405
0.34479174,0.86589885,5.1739306
-11.426563,-7.112608,11.944141
-9.967015,-5.0208507,7.260242
-3.0207226,-4.7267904,13.419744
1.0234488,-3.1854594,0.84560704
-5.4290686,-6.6709337,8.481234
-1.2346258,5.8150206,13.602664
-6.3789783,2.047221,7.928561
-7.94001,-3.8757982,6.922408
-3.6509511,-2.615088,3.8059793
-3.2888074,-5.4835615,5.0024376
3.283393,-3.1744401,-0.18328406
-9.85541,-3.4019568,6.023165
-5.1390066,-4.94468,11.279164
-4.163141,-4.8058295,15.463333
-5.546318,-4.6601014,11.552682
-4.828617,-6.806906,11.415542
-5.5052896,-4.8740845,11.661251
-5.679788,-8.066239,12.252976
-8.069686,-1.3152629,12.956093
-9.823967,-7.724059,11.458761
-3.4106996,-4.971457,5.315266
-12.72615,-0.8282138,8.517793
-11.703174,-3.857198,11.558718
-7.9059844,1.5273013,12.711665
-4.6081886,3.1032443,13.716828
-2.6833587,-4.737071,2.3468761
-10.244497,-2.4473507,12.232219
-4.2551346,-6.186047,11.173912
-7.563986,-0.22343609,7.281399
-7.585154,-4.867807,7.612216
-14.035195,-3.540342,8.187412
-7.7789683,-0.09865093,12.47137
-5.4383774,-7.112708,14.070725
-7.6766143,-6.147328,9.704973
2.6147757,-0.07242351,14.360115
-10.2923565,-4.9923587,7.626504
-9.661329,-8.502972,12.0674925
-12.642043,-1.0008421,8.623016
-12.090386,-3.990931,7.5502653
-6.2730155,-4.7028804,7.426034
2.1177707,-0.2820311,-1.6999989
-2.720969,-4.9073524,2.563407
-0.55099267,-0.32738593,5.7655797
2.853301,-0.7826835,-2.1310632
-9.283003,-8.074396,10.1998415
-11.143845,-7.8496156,12.270272
0.73043334,-2.2397194,-1.4490563
-4.8867793,-2.9477358,8.228597
-3.668235,-6.56391,11.455423
-4.178968,-1.9315362,3.4439614
-4.9304066,3.4233649,13.368915
-3.0472674,-2.7931948,13.486458
-3.4989986,-2.6511004,3.7987704
-7.1828337,-6.193481,7.5538154
4.1115236,-2.457848,4.4592166
-9.655346,-7.663035,10.236667
-11.882833,-5.00962,8.985776
-4.2219887,1.2504667,13.98132
-7.1088853,-0.2611279,7.4541016
-0.15873651,-3.651931,4.0290756
-4.4564004,-5.548612,6.8386064
-9.324755,-4.9518986,7.5154467
-5.4104896,-3.4276419,-0.12109933
-5.2790666,-0.9832567,12.186007
-6.8757024,-8.651435,9.616742
-9.545597,-8.0060005,9.863199
-7.5307655,-2.4054132,4.710532
4.086013,-2.6060972,4.5486336
0.3144911,-2.4979892,4.2250857
-4.4162703,-6.5077257,14.690424
-7.6087303,-8.54629,8.8516
-8.4205675,-0.15450372,14.822134
-13.080776,-3.087773,9.400781
-7.0159264,-0.34437793,9.397214
-5.6164203,-3.8032844,12.591668
-0.004345792,-4.048679,4.460641
2.2109559,1.2824365,15.196374
-11.52154,0.18218984,10.507823
-10.5552025,-4.9668975,11.840772
0.79847366,1.2952728,14.847076
-6.7865524,-4.880874,6.770047
0.83220565,3.5678227,13.2902975
-4.806536,-2.7779627,8.035658
-5.361204,-7.4704437,12.372672
-11.462123,-5.5973234,11.317419
-1.9056982,-2.7237055,2.6586294
-5.746957,-1.302507,6.8318458
-10.950893,1.1585243,13.769516
-5.7012677,-3.8736598,10.93993
-0.34237435,4.2730794,12.147435
-7.3749094,-1.0699563,14.465211
-3.103272,-3.9141097,13.614588
-5.4687967,-5.394416,11.350189
-0.17666273,4.3232527,13.047293
-9.078569,-7.28723,11.9609785
-0.18878241,-5.103296,5.9350576
-3.0240834,-4.847288,14.615582
-3.845483,-2.3630002,14.27832
-1.3220334,-3.6679845,4.578038
-5.4889803,-5.5120583,11.66128
-5.0070972,-1.1083279,12.329422
-5.0341477,-4.560737,6.874359
-3.0960724,-4.426698,14.387923
0.24812225,-4.736885,4.9226475
-1.0017365,-4.926477,4.964602
-7.7449937,1.0256902,11.689492
-8.666919,-3.254644,14.733819
0.9813215,-4.10137,5.0745025
-5.3632555,-5.6234975,7.80647
0.96626925,0.4259708,6.4659076
-7.6639304,0.64230084,13.223171
-11.579335,-1.8234192,13.003494
0.7693798,-1.7666401,4.109338
-4.997381,-5.2487793,11.4045925
-9.69023,-7.586675,9.507295
4.4902325,12.042384,-0.4744946
-9.260817,-5.0796714,7.5785522
-6.3325872,-6.6685,6.7509356
-3.0533633,-2.4724727,13.238824
-6.1239233,1.0618223,9.118427
-9.520432,-6.80915,12.122715
-7.7102995,0.77453494,12.85527
-12.85465,-4.8009276,9.390872
1.1130781,-4.337179,5.5444956
-4.1853013,-2.1209033,14.1298275
0.55416524,1.0879753,5.169398
1.090046,0.44853392,6.716161
-8.225967,-6.9726973,7.4811506
-6.4637394,-4.754196,6.807204
-7.8364935,-3.2448049,7.172536
-5.4968786,-5.45888,11.637492
-2.9804583,-1.2968172,15.01727
-6.837357,-2.5113928,5.906214
-10.669791,-4.104324,7.377547
-12.52153,-4.631416,10.4107275
-1.1461328,-5.044221,4.2927527
-0.7128957,5.7905297,8.670365
-8.768853,-4.966208,7.2100687
0.046411395,-3.5806487,0.50360197
-12.735622,-2.3546655,11.02786
-11.462725,0.83684623,10.304347
-10.304158,0.30918115,13.343055
-0.72888994,-5.257477,5.8955584
2.8801856,-0.93518776,-1.2224519
2.556371,-2.1537786,-1.6704
0.270273,-0.65425175,-0.52462554
-10.05133,-6.9651423,10.1682
-0.2602269,-4.537856,5.0271993
1.7716852,-0.7531464,-0.01600417
-13.1961775,-2.275288,8.465467
-5.847851,-4.245541,12.187832
2.4718082,-0.5171948,0.37418732
-6.954251,-2.0990503,5.6541605
-4.262928,-1.8543429,3.283065
-7.989784,-8.553823,9.08628
-8.17246,-6.8404784,12.694217
-0.06933562,-1.6393288,0.58913857
-2.4276502,-5.214561,3.0864542
-4.434382,-2.6019497,14.690478
2.1689982,-0.04329808,-0.5362304
-9.786918,-1.6676323,12.074536
-4.986498,-0.42305687,5.122082
-12.40922,-0.8392172,8.636588
-5.6921554,-8.108994,12.263461
-4.274365,1.2431569,13.532488
-7.446101,-8.622234,9.226218
0.30626145,-3.3768773,2.334053
-0.43612525,-4.8971615,5.115228
-5.1247277,-3.7585104,12.558675
-5.2995057,-2.7686203,4.85239
-7.2320023,-2.3614314,5.7695675
-7.6618156,-4.03365,7.516702
-0.18697762,-3.2107139,3.194205
-7.642604,-0.7227438,4.64721
-10.514532,-3.8260882,7.461781
-5.2355204,-3.9276893,5.462143
-6.7878337,-3.7257357,14.405953
-3.598179,-0.47711727,8.522728
-3.255659,0.6870729,12.286064
-10.008729,-1.3352629,12.450319
-4.81779,4.1523786,13.179007
-9.349061,-2.7263868,5.9113097
-3.238637,6.0042167,12.969112
-3.4917526,0.17900069,7.0489693
1.252736,0.71595705,13.944072
-0.42333397,-5.4272165,6.016664
-0.20162931,-3.550397,3.258763
-0.20683737,-3.5867655,4.0610538
-9.75666,-8.204794,11.834026
-8.539718,-6.944597,7.417432
6.1661096,-1.8345009,2.568831
-10.1215315,-4.733647,7.1043806
-7.1913633,-2.5460603,5.1234303
-4.9562106,-2.2866266,6.794253
-5.875724,-3.1852233,5.8796663
-9.730379,-7.3823385,9.395588
-9.690753,-6.400177,8.590933
-7.8738904,-7.2364054,7.6927547
-5.7041826,-6.027094,12.575474
-4.6257195,-1.7691367,5.950981
-13.340107,-4.9371037,7.217353
4.008774,6.2566504,3.575668
-3.3242974,-2.3510535,13.541066
-1.1157609,-6.154652,4.5815244
2.3087413,-1.7797061,-1.8340273
-7.553481,-8.513918,8.650675
-7.0048532,0.4003963,13.465283
-7.024833,-0.9049643,9.024022
-4.389172,1.2135289,13.518486
-3.7895544,-1.1526179,13.4007
