x,y
47.7763,-47.83733
35.651733,-36.572117
-3.7362418,-39.307068
41.198654,-31.737978
60.62406,-34.419952
65.79945,-6.6620755
37.363747,-15.79067
-37.333706,-15.381037
-91.90909,28.296392
-13.958787,71.82433
-79.29432,-56.061954
-46.49932,29.181534
-13.361644,44.685368
-31.28712,-1.1925162
-33.262985,-86.19815
-63.387165,-17.149536
0.51732457,20.484392
70.17748,70.77794
58.30998,1.1058292
-12.7098675,-60.110542
82.08715,11.8029375
-36.507763,54.83161
27.131475,37.918743
-9.881772,-42.861904
-14.892715,75.69365
75.986,-65.49509
-0.7634817,80.05267
53.99234,68.750114
82.97833,54.203186
-70.92266,-51.0686
99.52661,-18.719723
-49.272125,35.881344
-41.417076,-70.30405
-59.088703,-3.2302592
-12.684777,95.98608
-52.67305,59.925476
66.29905,-30.115688
-3.0639443,-10.516425
-62.61845,70.51098
63.384796,-5.4506707
22.84838,-68.60327
101.769264,-14.691392
49.281437,-2.325324
54.22325,47.125538
-12.67109,-74.574585
-33.717354,-24.504196
-18.569359,65.67402
-84.23902,40.8912
-83.22953,-65.59536
-63.505814,-53.434494
35.085224,-38.37728
20.862677,-35.09729
5.590548,-107.299934
11.384527,-47.371
-35.941357,71.77449
34.47967,-47.815075
36.47745,92.76352
-39.00874,-53.60676
-74.61674,12.607116
45.415874,87.984314
-49.25783,-15.503207
86.98002,21.241323
28.171253,-89.470726
-22.210108,49.64997
-52.084923,-81.35416
-10.110075,6.1208644
-13.088922,-66.20698
-39.730717,12.14724
77.74955,20.341194
7.032565,-109.87979
39.672848,63.166847
19.28341,29.992655
-10.497979,32.2545
11.388467,-5.7845783
39.681587,97.435455
-44.396156,3.9843512
-46.149723,-15.650761
-85.5423,10.315314
-82.54896,-31.397171
-26.120459,89.89626
31.953503,19.362185
-24.180721,-42.25259
39.85864,-18.677197
-101.98934,22.318254
-57.520496,47.879665
-82.4948,49.871445
13.831,-57.32171
36.574455,-18.927275
-47.012638,-3.4789267
92.39093,-8.514811
-31.192476,-90.091675
0.88800484,-12.957074
40.639553,-100.07642
61.802834,43.834034
-93.15681,4.6965203
-76.678055,-58.066525
43.85943,97.29474
-2.0758204,-37.83134
60.5508,-34.788773
102.86539,19.354637
4.928705,53.907536
47.687927,37.55783
34.564777,-11.807805
94.00328,21.82955
64.68517,75.601685
58.41792,3.2240603
-25.676352,1.6150594
21.486504,-8.898765
-72.507576,8.349349
-29.43746,-56.206184
23.364138,83.81281
9.155163,40.493187
-55.02267,-13.040219
-73.43013,66.85244
10.855774,23.326416
-35.75263,-16.795067
-48.260307,37.28632
74.58094,39.871136
-72.89154,5.0911946
-79.0341,-28.155945
51.043858,45.888145
-1.4020753,-39.92265
55.020653,-9.185384
-60.77758,-5.347969
78.786865,5.6278596
-25.123562,-45.230087
-17.044022,-7.1497755
-35.64534,-7.587992
-52.219913,-41.498993
-24.269594,-16.022043
18.85872,1.1279186
-22.969885,28.230433
-78.56834,23.83416
-25.442566,17.560513
-81.51857,0.9673613
47.073605,-30.993223
-10.7725935,4.158218
-47.98489,53.87874
-40.2029,-47.45497
60.441402,-59.95681
81.69193,66.921684
-41.964878,-52.289085
-89.79781,-35.785065
1.7050527,81.0632
-84.85408,26.499893
39.290936,67.33306
-60.760433,-21.637003
-98.05912,45.695183
59.904873,-54.954147
-61.479515,-13.438682
-43.718872,-33.36726
48.138645,14.155852
50.637005,-41.822067
26.115667,-102.38534
8.266913,-108.59867
89.16078,-13.400031
52.237118,17.367832
-45.6465,-8.720071
93.74183,15.522884
27.43403,23.026487
-36.015812,-38.19459
69.90639,31.544308
31.32737,89.71676
48.08773,-59.24267
6.2904024,72.12834
-27.312634,27.2949
-23.388803,78.64002
69.55187,-28.82632
84.080505,-42.672077
-78.673096,72.815834
-11.907299,-31.96576
-9.419673,-15.948104
39.531826,30.327967
-52.52179,19.617466
90.277054,4.7419086
