K,k,size,accuracy,precision,recall,f1
10.0,21.0,210.0,0.7142857142857143,0.8793650793650792,0.7142857142857143,0.7020408163265307
10.0,21.0,210.0,0.6190476190476191,0.7761904761904762,0.6190476190476191,0.6468253968253967
10.0,21.0,210.0,0.7619047619047619,0.8809523809523809,0.7619047619047619,0.7579365079365079
10.0,21.0,210.0,0.5714285714285714,0.7492063492063492,0.5714285714285714,0.6018140589569161
10.0,21.0,210.0,0.5238095238095238,0.6349206349206349,0.5238095238095238,0.5507936507936508
10.0,22.0,220.0,0.5,0.5060606060606061,0.5,0.47045454545454546
10.0,22.0,220.0,0.6818181818181818,0.8143939393939394,0.6818181818181818,0.6759740259740259
10.0,22.0,220.0,0.6363636363636364,0.6818181818181818,0.6363636363636364,0.593939393939394
10.0,22.0,220.0,0.5909090909090909,0.6363636363636364,0.5909090909090909,0.5818181818181819
10.0,22.0,220.0,0.7272727272727273,0.7083333333333333,0.7272727272727273,0.698051948051948
10.0,22.0,220.0,0.5454545454545454,0.5015151515151515,0.5454545454545454,0.4994949494949495
10.0,22.0,220.0,0.45454545454545453,0.6136363636363636,0.45454545454545453,0.4227272727272728
10.0,22.0,220.0,0.6818181818181818,0.7287878787878787,0.6818181818181818,0.6494949494949495
10.0,22.0,220.0,0.7727272727272727,0.8901515151515151,0.7727272727272727,0.7774891774891773
10.0,22.0,220.0,0.5454545454545454,0.643939393939394,0.5454545454545454,0.5280303030303031
10.0,23.0,230.0,0.6521739130434783,0.5847826086956522,0.6521739130434783,0.6017943409247757
10.0,23.0,230.0,0.5217391304347826,0.5942028985507247,0.5217391304347826,0.517184265010352
10.0,23.0,230.0,0.5652173913043478,0.6211180124223602,0.5652173913043478,0.5418219461697723
10.0,23.0,230.0,0.6956521739130435,0.6826086956521739,0.6956521739130435,0.6612836438923395
10.0,23.0,230.0,0.6521739130434783,0.758695652173913,0.6521739130434783,0.661007591442374
10.0,23.0,230.0,0.7391304347826086,0.7804347826086956,0.7391304347826086,0.7333333333333334
10.0,23.0,230.0,0.391304347826087,0.4927536231884058,0.391304347826087,0.41739130434782606
10.0,23.0,230.0,0.5652173913043478,0.7065217391304348,0.5652173913043478,0.5855072463768116
10.0,23.0,230.0,0.6086956521739131,0.5666666666666667,0.6086956521739131,0.5743961352657004
10.0,23.0,230.0,0.43478260869565216,0.5869565217391305,0.43478260869565216,0.44400527009222657
10.0,24.0,240.0,0.7083333333333334,0.7972222222222222,0.7083333333333334,0.7088293650793651
10.0,24.0,240.0,0.4583333333333333,0.5458333333333333,0.4583333333333333,0.4350198412698412
10.0,24.0,240.0,0.7083333333333334,0.7277777777777779,0.7083333333333334,0.6917658730158731
10.0,24.0,240.0,0.7916666666666666,0.8159722222222222,0.7916666666666666,0.7876984126984126
10.0,24.0,240.0,0.75,0.8333333333333334,0.75,0.7496031746031746
10.0,24.0,240.0,0.75,0.875,0.75,0.7996031746031745
10.0,24.0,240.0,0.5416666666666666,0.576388888888889,0.5416666666666666,0.49484126984126986
10.0,24.0,240.0,0.625,0.7291666666666666,0.625,0.6451388888888888
10.0,24.0,240.0,0.5833333333333334,0.5763888888888888,0.5833333333333334,0.5416666666666666
10.0,24.0,240.0,0.5,0.44305555555555554,0.5,0.44126984126984126
