K,k,alpha,size,accuracy,precision,recall,f1
10.0,100.0,59.0,3000.0,0.7766666666666666,0.7763613248063712,0.7766666666666666,0.7732597703039505
10.0,200.0,59.0,3000.0,0.75,0.7510940064258143,0.75,0.7466501336253691
10.0,300.0,59.0,3000.0,0.74,0.7489298008852459,0.74,0.7381596904989627
10.0,400.0,59.0,3000.0,0.7066666666666667,0.7165388810263811,0.7066666666666667,0.7050488904461262
10.0,500.0,59.0,3000.0,0.6766666666666666,0.7047782538494971,0.6766666666666666,0.6741814445248605
10.0,600.0,59.0,3000.0,0.6233333333333333,0.6641100837746315,0.6233333333333333,0.6163647679925446
10.0,700.0,59.0,3000.0,0.58,0.6382437598938947,0.58,0.5701709877348873
10.0,800.0,59.0,3000.0,0.5366666666666666,0.596322396763894,0.5366666666666666,0.520332996251377
10.0,900.0,59.0,3000.0,0.5033333333333333,0.5727469389994134,0.5033333333333333,0.4820135923771599
10.0,1000.0,59.0,3000.0,0.48333333333333334,0.5599210995390003,0.48333333333333334,0.4542673135527293
10.0,1100.0,59.0,3000.0,0.4666666666666667,0.5457245332158543,0.4666666666666667,0.43229217373642936
10.0,1200.0,59.0,3000.0,0.45,0.547283389599621,0.45,0.41236748185727135
10.0,1300.0,59.0,3000.0,0.4266666666666667,0.5491865048259906,0.4266666666666667,0.3918583796115827
10.0,1400.0,59.0,3000.0,0.41333333333333333,0.5469692412351389,0.41333333333333333,0.37537351455261586
10.0,1500.0,59.0,3000.0,0.38333333333333336,0.5213779976864625,0.38333333333333336,0.33953574704977313
10.0,1600.0,59.0,3000.0,0.37,0.5007275667721695,0.37,0.3166646939597586
10.0,1700.0,59.0,3000.0,0.3466666666666667,0.5060230626261825,0.3466666666666667,0.29004748504560274
10.0,1800.0,59.0,3000.0,0.33666666666666667,0.4754968403244266,0.33666666666666667,0.2735025567557072
10.0,1900.0,59.0,3000.0,0.31333333333333335,0.5205299927433623,0.31333333333333335,0.24421028296233213
10.0,2000.0,59.0,3000.0,0.28,0.5026768692834584,0.28,0.20932200162719827
10.0,2100.0,59.0,3000.0,0.24333333333333335,0.38632706374085685,0.24333333333333335,0.1719303899950988
10.0,2200.0,59.0,3000.0,0.22,0.2333951525290108,0.22,0.13960210256375977
10.0,2300.0,59.0,3000.0,0.20333333333333334,0.22899097906199173,0.20333333333333334,0.11934727205516756
10.0,2400.0,59.0,3000.0,0.18666666666666668,0.09537578492935635,0.18666666666666668,0.09697542689327027
10.0,2500.0,59.0,3000.0,0.16666666666666666,0.07420930685358255,0.16666666666666666,0.06403598785951727
10.0,2600.0,59.0,3000.0,0.16,0.029093167701863352,0.16,0.04918439716312057
10.0,2700.0,59.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,88.0,3000.0,0.7833333333333333,0.7909752761025355,0.7833333333333333,0.7853068270718832
10.0,100.0,88.0,3000.0,0.76,0.7615487935338942,0.76,0.7559043480383557
10.0,200.0,88.0,3000.0,0.7466666666666667,0.7474657064937839,0.7466666666666667,0.7426170536155027
10.0,300.0,88.0,3000.0,0.7366666666666667,0.7447181638259425,0.7366666666666667,0.7341547112295788
10.0,400.0,88.0,3000.0,0.71,0.7201479625516357,0.71,0.7080310333037352
10.0,500.0,88.0,3000.0,0.6633333333333333,0.6933392523041425,0.6633333333333333,0.6602943620599196
10.0,600.0,88.0,3000.0,0.6166666666666667,0.6609333528847154,0.6166666666666667,0.609877240462085
10.0,700.0,88.0,3000.0,0.5733333333333334,0.637187215320911,0.5733333333333334,0.5645951335240212
10.0,800.0,88.0,3000.0,0.54,0.6085818951295934,0.54,0.5268535832540966
10.0,900.0,88.0,3000.0,0.49666666666666665,0.5662386128612409,0.49666666666666665,0.4746305948059799
10.0,1000.0,88.0,3000.0,0.48,0.5543923335519009,0.48,0.44950250650356594
10.0,1100.0,88.0,3000.0,0.47,0.5635744198518462,0.47,0.43916144001954954
10.0,1200.0,88.0,3000.0,0.44666666666666666,0.5490654128181545,0.44666666666666666,0.4103281550682649
10.0,1300.0,88.0,3000.0,0.44333333333333336,0.5676055343584631,0.44333333333333336,0.409826796096994
10.0,1400.0,88.0,3000.0,0.41,0.5514544008294008,0.41,0.3712834605777062
10.0,1500.0,88.0,3000.0,0.3933333333333333,0.5302144456510653,0.3933333333333333,0.35153320584545156
10.0,1600.0,88.0,3000.0,0.35333333333333333,0.49246089324618736,0.35333333333333333,0.3055995828840235
10.0,1700.0,88.0,3000.0,0.3433333333333333,0.5002851683971087,0.3433333333333333,0.2869677188017246
10.0,1800.0,88.0,3000.0,0.35,0.49325193143388496,0.35,0.28091975015062126
10.0,1900.0,88.0,3000.0,0.31666666666666665,0.5061523621564189,0.31666666666666665,0.24496102120359078
10.0,2000.0,88.0,3000.0,0.2966666666666667,0.5110756008211093,0.2966666666666667,0.22346714284339442
10.0,2100.0,88.0,3000.0,0.24333333333333335,0.3345825485528586,0.24333333333333335,0.1635273102085476
10.0,2200.0,88.0,3000.0,0.22666666666666666,0.23375707687092126,0.22666666666666666,0.14548436894849787
10.0,2300.0,88.0,3000.0,0.2,0.21895150957356577,0.2,0.11411836497321777
10.0,2400.0,88.0,3000.0,0.18666666666666668,0.09855464546112026,0.18666666666666668,0.09805483608243032
10.0,2500.0,88.0,3000.0,0.17,0.09617909520258515,0.17,0.07082192809567649
10.0,2600.0,88.0,3000.0,0.16,0.029345112252089,0.16,0.049578101456554495
10.0,2700.0,88.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,117.0,3000.0,0.78,0.7862672258297259,0.78,0.7812213349952186
10.0,100.0,117.0,3000.0,0.77,0.7751566542619175,0.77,0.7676805021112255
10.0,200.0,117.0,3000.0,0.7566666666666667,0.7592067124332571,0.7566666666666667,0.7543071621760147
10.0,300.0,117.0,3000.0,0.7333333333333333,0.7421657070499444,0.7333333333333333,0.7320548736763244
10.0,400.0,117.0,3000.0,0.7033333333333334,0.7198271956564796,0.7033333333333334,0.7025167357036762
10.0,500.0,117.0,3000.0,0.65,0.6822860900446684,0.65,0.6461922214636949
10.0,600.0,117.0,3000.0,0.61,0.6544700383747231,0.61,0.6029487770261018
10.0,700.0,117.0,3000.0,0.5733333333333334,0.6372340853590853,0.5733333333333334,0.565500853520842
10.0,800.0,117.0,3000.0,0.5366666666666666,0.6072054234787368,0.5366666666666666,0.5228840395290824
10.0,900.0,117.0,3000.0,0.49666666666666665,0.5686376933633306,0.49666666666666665,0.4735422798556118
10.0,1000.0,117.0,3000.0,0.4766666666666667,0.5508574100163406,0.4766666666666667,0.44215324170258524
10.0,1100.0,117.0,3000.0,0.4666666666666667,0.566496454281506,0.4666666666666667,0.4371359489264314
10.0,1200.0,117.0,3000.0,0.44,0.5505506030789497,0.44,0.40458097104473717
10.0,1300.0,117.0,3000.0,0.44,0.5607580923665169,0.44,0.40574961626676864
10.0,1400.0,117.0,3000.0,0.4033333333333333,0.5414619126797824,0.4033333333333333,0.3619999683932821
10.0,1500.0,117.0,3000.0,0.39666666666666667,0.5303395806807571,0.39666666666666667,0.35340128547457916
10.0,1600.0,117.0,3000.0,0.35333333333333333,0.4928411094586844,0.35333333333333333,0.30442798333838367
10.0,1700.0,117.0,3000.0,0.33666666666666667,0.4885492268256243,0.33666666666666667,0.27747150935135
10.0,1800.0,117.0,3000.0,0.3433333333333333,0.5251324070157534,0.3433333333333333,0.2782218942032703
10.0,1900.0,117.0,3000.0,0.3333333333333333,0.5119714635854342,0.3333333333333333,0.26256242395335605
10.0,2000.0,117.0,3000.0,0.3,0.46517504924401476,0.3,0.22224964896016416
10.0,2100.0,117.0,3000.0,0.25333333333333335,0.340525664205267,0.25333333333333335,0.17510293511637068
10.0,2200.0,117.0,3000.0,0.23333333333333334,0.23994142801007787,0.23333333333333334,0.15195402327520321
10.0,2300.0,117.0,3000.0,0.20666666666666667,0.22283071069739951,0.20666666666666667,0.12426003273348281
10.0,2400.0,117.0,3000.0,0.19,0.10501707551707552,0.19,0.10177998954037458
10.0,2500.0,117.0,3000.0,0.16666666666666666,0.10384542705971278,0.16666666666666666,0.06643730014691904
10.0,2600.0,117.0,3000.0,0.16,0.029554253693326538,0.16,0.04988401594780718
10.0,2700.0,117.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,146.0,3000.0,0.7733333333333333,0.7830674561709045,0.7733333333333333,0.7748902772870377
10.0,100.0,146.0,3000.0,0.7533333333333333,0.7565043473787108,0.7533333333333333,0.749029896552744
10.0,200.0,146.0,3000.0,0.7433333333333333,0.7471059148359658,0.7433333333333333,0.7406395396190374
10.0,300.0,146.0,3000.0,0.7333333333333333,0.7426839758418706,0.7333333333333333,0.7317745765747052
10.0,400.0,146.0,3000.0,0.7066666666666667,0.7242113453183433,0.7066666666666667,0.7066771315779831
10.0,500.0,146.0,3000.0,0.65,0.6838082585080134,0.65,0.6472120644027108
10.0,600.0,146.0,3000.0,0.61,0.6653322886989553,0.61,0.6029049056843641
10.0,700.0,146.0,3000.0,0.56,0.6285113968867535,0.56,0.5496357011512387
10.0,800.0,146.0,3000.0,0.53,0.6029272964501997,0.53,0.514175691758574
10.0,900.0,146.0,3000.0,0.49333333333333335,0.5652126764200971,0.49333333333333335,0.46752466665723946
10.0,1000.0,146.0,3000.0,0.4766666666666667,0.5512377393644119,0.4766666666666667,0.4421211792018846
10.0,1100.0,146.0,3000.0,0.47,0.5683365892955238,0.47,0.4403273605051227
10.0,1200.0,146.0,3000.0,0.43333333333333335,0.5496002856002856,0.43333333333333335,0.39676017837344496
10.0,1300.0,146.0,3000.0,0.43333333333333335,0.5582549900993827,0.43333333333333335,0.3980751101857408
10.0,1400.0,146.0,3000.0,0.39666666666666667,0.5337773547994137,0.39666666666666667,0.35623710414175236
10.0,1500.0,146.0,3000.0,0.3933333333333333,0.5491297082201934,0.3933333333333333,0.35327732855437427
10.0,1600.0,146.0,3000.0,0.3566666666666667,0.4896447393186524,0.3566666666666667,0.31053084939670367
10.0,1700.0,146.0,3000.0,0.34,0.49718293293509314,0.34,0.28233969041441737
10.0,1800.0,146.0,3000.0,0.33666666666666667,0.5216290471886854,0.33666666666666667,0.27401471351054396
10.0,1900.0,146.0,3000.0,0.3433333333333333,0.517326881503352,0.3433333333333333,0.27036258731342655
10.0,2000.0,146.0,3000.0,0.2966666666666667,0.46148292951353637,0.2966666666666667,0.2201565475327991
10.0,2100.0,146.0,3000.0,0.25666666666666665,0.44634545454545455,0.25666666666666665,0.17935785757684117
10.0,2200.0,146.0,3000.0,0.23,0.2355361394262996,0.23,0.1486996264024708
10.0,2300.0,146.0,3000.0,0.20333333333333334,0.22364227141586032,0.20333333333333334,0.11946119334442074
10.0,2400.0,146.0,3000.0,0.19,0.22114711214711216,0.19,0.10530555093193664
10.0,2500.0,146.0,3000.0,0.16666666666666666,0.10470029385121848,0.16666666666666666,0.06763419913419914
10.0,2600.0,146.0,3000.0,0.16,0.029439780109945028,0.16,0.049728206591525194
10.0,2700.0,146.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,175.0,3000.0,0.7766666666666666,0.7861863146009951,0.7766666666666666,0.777900369255229
10.0,100.0,175.0,3000.0,0.75,0.7535388301373314,0.75,0.7460798575207377
10.0,200.0,175.0,3000.0,0.75,0.7531063540103181,0.75,0.747604420473273
10.0,300.0,175.0,3000.0,0.7333333333333333,0.7409172422924545,0.7333333333333333,0.7318550188763507
10.0,400.0,175.0,3000.0,0.7066666666666667,0.7225751502792704,0.7066666666666667,0.7055459203179075
10.0,500.0,175.0,3000.0,0.6533333333333333,0.6861736806102776,0.6533333333333333,0.6508898247376139
10.0,600.0,175.0,3000.0,0.6066666666666667,0.6624386792637887,0.6066666666666667,0.5989419049477458
10.0,700.0,175.0,3000.0,0.5566666666666666,0.6249879397422501,0.5566666666666666,0.5445159416553685
10.0,800.0,175.0,3000.0,0.5233333333333333,0.597228014021744,0.5233333333333333,0.5062615575356527
10.0,900.0,175.0,3000.0,0.49,0.5612765846100649,0.49,0.46341371363304157
10.0,1000.0,175.0,3000.0,0.47333333333333333,0.5501931329903937,0.47333333333333333,0.4413269203499188
10.0,1100.0,175.0,3000.0,0.47,0.566192831981117,0.47,0.4388074988638204
10.0,1200.0,175.0,3000.0,0.43666666666666665,0.5502553975943806,0.43666666666666665,0.4004220227161404
10.0,1300.0,175.0,3000.0,0.42333333333333334,0.5458001939457048,0.42333333333333334,0.3881473323180527
10.0,1400.0,175.0,3000.0,0.3933333333333333,0.5313798902894491,0.3933333333333333,0.3532327730143148
10.0,1500.0,175.0,3000.0,0.39666666666666667,0.5510912249515191,0.39666666666666667,0.35327472691542555
10.0,1600.0,175.0,3000.0,0.36333333333333334,0.5252463290979376,0.36333333333333334,0.315954210439499
10.0,1700.0,175.0,3000.0,0.33,0.48316094304068985,0.33,0.26978570167124793
10.0,1800.0,175.0,3000.0,0.3333333333333333,0.524104604104604,0.3333333333333333,0.2741368467687043
10.0,1900.0,175.0,3000.0,0.34,0.5162485347305671,0.34,0.26893752656859066
10.0,2000.0,175.0,3000.0,0.2966666666666667,0.46133565847639774,0.2966666666666667,0.22051185202998003
10.0,2100.0,175.0,3000.0,0.25666666666666665,0.34364264507422404,0.25666666666666665,0.17582184974597803
10.0,2200.0,175.0,3000.0,0.23,0.23604340506514418,0.23,0.148883318571357
10.0,2300.0,175.0,3000.0,0.20333333333333334,0.2238323662412685,0.20333333333333334,0.11981064734387474
10.0,2400.0,175.0,3000.0,0.19,0.22069418090536103,0.19,0.10554880189239116
10.0,2500.0,175.0,3000.0,0.16666666666666666,0.10467195767195768,0.16666666666666666,0.06760806207134604
10.0,2600.0,175.0,3000.0,0.16,0.029439780109945028,0.16,0.049728206591525194
10.0,2700.0,175.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,204.0,3000.0,0.7733333333333333,0.7824574437423069,0.7733333333333333,0.7748868333013235
10.0,100.0,204.0,3000.0,0.7533333333333333,0.7576883902546334,0.7533333333333333,0.7501235804644606
10.0,200.0,204.0,3000.0,0.7433333333333333,0.7474022111322621,0.7433333333333333,0.7412338623775392
10.0,300.0,204.0,3000.0,0.7366666666666667,0.7432714293240609,0.7366666666666667,0.7348205533418852
10.0,400.0,204.0,3000.0,0.7066666666666667,0.7225751502792704,0.7066666666666667,0.7055459203179075
10.0,500.0,204.0,3000.0,0.6566666666666666,0.6907315723153467,0.6566666666666666,0.6540616472316871
10.0,600.0,204.0,3000.0,0.6066666666666667,0.6607209777876444,0.6066666666666667,0.5989852234337727
10.0,700.0,204.0,3000.0,0.5566666666666666,0.6253545411895165,0.5566666666666666,0.5458874325783463
10.0,800.0,204.0,3000.0,0.5233333333333333,0.5912963573010848,0.5233333333333333,0.5056812156236095
10.0,900.0,204.0,3000.0,0.4866666666666667,0.556945600163991,0.4866666666666667,0.45912677067355473
10.0,1000.0,204.0,3000.0,0.47333333333333333,0.55105798451314,0.47333333333333333,0.4410002256945106
10.0,1100.0,204.0,3000.0,0.4633333333333333,0.5607519764281912,0.4633333333333333,0.43347211392417523
10.0,1200.0,204.0,3000.0,0.43666666666666665,0.5479037945912946,0.43666666666666665,0.4002086491637838
10.0,1300.0,204.0,3000.0,0.4266666666666667,0.5479131822072998,0.4266666666666667,0.39175090481149083
10.0,1400.0,204.0,3000.0,0.3933333333333333,0.5367913438967136,0.3933333333333333,0.35304620585292246
10.0,1500.0,204.0,3000.0,0.39666666666666667,0.5407757216760961,0.39666666666666667,0.35030766034172134
10.0,1600.0,204.0,3000.0,0.36666666666666664,0.5367729489904104,0.36666666666666664,0.3211835480287492
10.0,1700.0,204.0,3000.0,0.3333333333333333,0.5292420472710329,0.3333333333333333,0.2752735463013098
10.0,1800.0,204.0,3000.0,0.33666666666666667,0.5235261619828784,0.33666666666666667,0.2760397641427877
10.0,1900.0,204.0,3000.0,0.34,0.5178948138062089,0.34,0.2665810174669687
10.0,2000.0,204.0,3000.0,0.2966666666666667,0.4638964892989575,0.2966666666666667,0.2187567965556487
10.0,2100.0,204.0,3000.0,0.25666666666666665,0.343735274356103,0.25666666666666665,0.17602815859082907
10.0,2200.0,204.0,3000.0,0.23,0.23523536531808006,0.23,0.14836362634391834
10.0,2300.0,204.0,3000.0,0.20333333333333334,0.22306665679903465,0.20333333333333334,0.12001603654428972
10.0,2400.0,204.0,3000.0,0.19,0.2219011823662986,0.19,0.10597287444165747
10.0,2500.0,204.0,3000.0,0.16666666666666666,0.1049482656865162,0.16666666666666666,0.06798273613936265
10.0,2600.0,204.0,3000.0,0.16,0.029348548747209127,0.16,0.04959727736812252
10.0,2700.0,204.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,233.0,3000.0,0.7733333333333333,0.7824574437423069,0.7733333333333333,0.7748868333013235
10.0,100.0,233.0,3000.0,0.76,0.7639411549707603,0.76,0.7561475120883923
10.0,200.0,233.0,3000.0,0.7433333333333333,0.7474022111322621,0.7433333333333333,0.7412338623775392
10.0,300.0,233.0,3000.0,0.73,0.7359172422924545,0.73,0.7275328747181411
10.0,400.0,233.0,3000.0,0.7033333333333334,0.7212743372711404,0.7033333333333334,0.7022654429095528
10.0,500.0,233.0,3000.0,0.66,0.6929909065483653,0.66,0.6576406699518863
10.0,600.0,233.0,3000.0,0.61,0.663181850248517,0.61,0.6031551629950166
10.0,700.0,233.0,3000.0,0.5533333333333333,0.6182484907455956,0.5533333333333333,0.5409273428927632
10.0,800.0,233.0,3000.0,0.52,0.5884597062579822,0.52,0.5022802050339197
10.0,900.0,233.0,3000.0,0.48333333333333334,0.5565899362075832,0.48333333333333334,0.4519502938976304
10.0,1000.0,233.0,3000.0,0.4666666666666667,0.5407679560231116,0.4666666666666667,0.431013667416611
10.0,1100.0,233.0,3000.0,0.4533333333333333,0.5568638457124183,0.4533333333333333,0.42235571596808996
10.0,1200.0,233.0,3000.0,0.43333333333333335,0.5458297205172206,0.43333333333333335,0.39543861597269797
10.0,1300.0,233.0,3000.0,0.4266666666666667,0.549444061343802,0.4266666666666667,0.38931325409636686
10.0,1400.0,233.0,3000.0,0.3933333333333333,0.5345691216744914,0.3933333333333333,0.35320529360149705
10.0,1500.0,233.0,3000.0,0.4,0.555510662661037,0.4,0.35535739402188976
10.0,1600.0,233.0,3000.0,0.37,0.5380784493284494,0.37,0.3226303243036838
10.0,1700.0,233.0,3000.0,0.33666666666666667,0.5306352410176401,0.33666666666666667,0.2767953160734495
10.0,1800.0,233.0,3000.0,0.34,0.5254095029349424,0.34,0.27817764068652423
10.0,1900.0,233.0,3000.0,0.3433333333333333,0.519696736453202,0.3433333333333333,0.2690320741487053
10.0,2000.0,233.0,3000.0,0.30666666666666664,0.46784877651898926,0.30666666666666664,0.2295965324904832
10.0,2100.0,233.0,3000.0,0.2633333333333333,0.347699677087631,0.2633333333333333,0.18124942032594746
10.0,2200.0,233.0,3000.0,0.22666666666666666,0.2302122503810483,0.22666666666666666,0.14398185183807335
10.0,2300.0,233.0,3000.0,0.20333333333333334,0.22306665679903465,0.20333333333333334,0.12001603654428972
10.0,2400.0,233.0,3000.0,0.19,0.2191661396312559,0.19,0.10554189801068103
10.0,2500.0,233.0,3000.0,0.16666666666666666,0.1049482656865162,0.16666666666666666,0.06798273613936265
10.0,2600.0,233.0,3000.0,0.16,0.029524023574068525,0.16,0.049841733799101735
10.0,2700.0,233.0,3000.0,0.08333333333333333,0.006944444444444443,0.08333333333333333,0.01282051282051282
10.0,1.0,262.0,3000.0,0.7733333333333333,0.7824574437423069,0.7733333333333333,0.7748868333013235
10.0,100.0,262.0,3000.0,0.7566666666666667,0.7619411549707602,0.7566666666666667,0.7536183443414387
10.0,200.0,262.0,3000.0,0.74,0.7451059148359658,0.74,0.7379050518845496
10.0,300.0,262.0,3000.0,0.73,0.7359172422924545,0.73,0.7275328747181411
10.0,400.0,262.0,3000.0,0.7033333333333334,0.7212743372711404,0.7033333333333334,0.7022654429095528
10.0,500.0,262.0,3000.0,0.66,0.6937073830543153,0.66,0.6575888181000344
10.0,600.0,262.0,3000.0,0.6066666666666667,0.659482860349527,0.6066666666666667,0.5991267586508229
10.0,700.0,262.0,3000.0,0.5466666666666666,0.615441473201736,0.5466666666666666,0.5324500080843438
10.0,800.0,262.0,3000.0,0.52,0.586143487993488,0.52,0.5026770717331119
10.0,900.0,262.0,3000.0,0.48333333333333334,0.5565899362075832,0.48333333333333334,0.4519502938976304
10.0,1000.0,262.0,3000.0,0.4666666666666667,0.5471991942658319,0.4666666666666667,0.4324747687274158
10.0,1100.0,262.0,3000.0,0.4533333333333333,0.5512570194279964,0.4533333333333333,0.4208184617145489
10.0,1200.0,262.0,3000.0,0.43333333333333335,0.5475541442416443,0.43333333333333335,0.39533784429297886
10.0,1300.0,262.0,3000.0,0.42333333333333334,0.5451931240406388,0.42333333333333334,0.38618268196626626
10.0,1400.0,262.0,3000.0,0.39666666666666667,0.5369665861844559,0.39666666666666667,0.35620962472893464
10.0,1500.0,262.0,3000.0,0.39666666666666667,0.5530649024868164,0.39666666666666667,0.3522916735983209
10.0,1600.0,262.0,3000.0,0.36333333333333334,0.5321571943143256,0.36333333333333334,0.3140368079627364
10.0,1700.0,262.0,3000.0,0.33666666666666667,0.5277144873100755,0.33666666666666667,0.27918076015036203
10.0,1800.0,262.0,3000.0,0.34,0.5255864995430213,0.34,0.278231763443655
10.0,1900.0,262.0,3000.0,0.3433333333333333,0.518632800389266,0.3433333333333333,0.27233772572040266
10.0,2000.0,262.0,3000.0,0.31,0.47112350885084936,0.31,0.22894205262511533
10.0,2100.0,262.0,3000.0,0.26666666666666666,0.34931668915879444,0.26666666666666666,0.18370597428333452
10.0,2200.0,262.0,3000.0,0.22666666666666666,0.23034084519771653,0.22666666666666666,0.14419639710467957
10.0,2300.0,262.0,3000.0,0.20333333333333334,0.2210037618862659,0.20333333333333334,0.11918072344874645
